,nums,labels
0,四百; 九百九十一,1
895,四百四十八; 九百七十四,1
896,八百七; 六百二十六,0
897,五百十四; 六百二十四,1
898,六百六十一; 四百八十三,0
899,六百八十三; 五百五十一,0
900,七十七; 八十五,1
901,七百七十五; 九百七十八,1
902,五百五十九; 五百六十七,1
903,二十三; 六百五十,1
904,二百五十三; 二十三,0
905,百七十二; 八十一,0
906,六百六十四; 九百三十,1
907,五百四十八; 八百五,1
908,九百五; 五百六十二,0
909,五百六十九; 八百二十二,1
910,百八十三; 六百四十九,1
911,三百八十三; 九百七十九,1
912,三百七十七; 三百九十七,1
913,二百九十七; 六百五,1
914,二百三十一; 七百三十八,1
915,百五十四; 六百二十六,1
916,七百五十五; 六百五十六,0
917,三百八十三; 二百九十四,0
918,八百八十四; 四十三,0
919,二百三十八; 百六十四,0
920,三百八十九; 五百四十,1
921,八百八十六; 六百八十二,0
922,九十六; 九百五十二,1
923,三百九十二; 四百十五,1
924,百八; 百六十三,1
925,八百九; 八百六,0
926,五百六十四; 五十七,0
927,五十六; 百七十三,1
928,九百八十六; 九百七十五,0
929,百九; 七百七十七,1
930,八百九十七; 八百十,0
931,三百三十八; 八十四,0
932,九百三; 七百四十四,0
933,八百十一; 四百三十九,0
934,三百四十一; 二百九十五,0
935,四百五十一; 八百九十,1
936,八百三十五; 八百九十四,1
937,二百三十二; 九百八十九,1
938,千; 八,0
939,二百四十; 五百三十三,1
940,九十一; 七百八十八,1
941,九百八十三; 九百七十,0
942,二十五; 二百一,1
943,三百六; 八百二十一,1
944,五百六十八; 八百三十七,1
945,六百九十六; 九百八十三,1
946,九百三十二; 百七十九,0
947,二百十七; 二百二,0
948,五百三十四; 四百二十三,0
949,九百二十三; 八百九十七,0
950,八百六十七; 九百七十一,1
951,八百十九; 九十一,0
952,六十七; 二百八十六,1
953,八百五十五; 五百五十八,0
954,八百三十二; 九百二十八,1
955,五百五十二; 七百五十,1
956,八百三十七; 九百六十一,1
957,三百四十六; 五百二十九,1
958,百四十二; 百四十一,0
959,二百十三; 二十九,0
960,二百四十四; 六百三十八,1
961,百七十八; 百一,0
962,二百七十; 六百三十五,1
963,百三十二; 十,0
964,四十九; 六百七十一,1
965,三百九十九; 三百九十,0
966,四百四十五; 五百二十四,1
967,八百九十一; 九百八十一,1
968,八百三; 六百六十一,0
969,七百十五; 四百五十,0
970,六百五十三; 九百六十二,1
971,四百五十五; 八百八,1
972,二百六十六; 七百五十,1
973,二百六十一; 五十四,0
974,九十九; 百九十四,1
975,九; 百四十,1
976,三百八十一; 九百十,1
977,三百二十九; 百七十八,0
978,六百六十二; 二百七十四,0
979,六百三十四; 二百十三,0
980,六百六十八; 六百六十四,0
981,二百六十五; 四百六十五,1
982,八百二十四; 五百七十七,0
983,七百三十八; 五百三十二,0
984,六百四十六; 八百五十三,1
985,八百五十六; 四百十九,0
986,三百三十五; 二百五十三,0
987,百三十七; 四百十八,1
988,六百八十七; 百三十,0
989,六百一; 八百五十八,1
990,百三十九; 五百六十七,1
991,二百四十六; 七百九十四,1
992,五百六十二; 三十七,0
993,八百三十九; 二百三十,0
994,五百六十; 六百三十,1
995,六百四十四; 五百八十六,0
996,四百七; 七百九十五,1
997,四百三十一; 五百三十五,1
998,五百六十三; 九百二十,1
999,百六十五; 六百二十六,1
1000,百二十六; 七百十六,1
1001,三百四十六; 五百七十五,1
1002,七百二; 二百七十,0
1003,六百七; 八百二十六,1
1004,八百三十五; 六百五十四,0
1005,百六十二; 四百四十六,1
1006,三百七十三; 五百十九,1
1007,四百六; 七百九十九,1
1008,七十五; 百六十九,1
1009,二百五十六; 十五,0
1010,五十三; 六百五十九,1
1011,九十九; 九百七十六,1
1012,四百二; 八百七十,1
1013,七百八十; 八百五,1
1014,四百三十二; 八百二,1
1015,二百三十九; 七百六十九,1
1016,七十七; 百四十五,1
1017,六百五十五; 九百八十六,1
1018,七百二十八; 三百三十八,0
1019,六百十七; 八百三,1
1020,三百五; 七百三十,1
1021,五百三; 九百三十八,1
1022,四百三十四; 二百三十一,0
1023,五百六十三; 八百十八,1
1024,九百九十六; 九百三十四,0
1025,九百七十; 二百八十八,0
1026,六百十八; 八百二十,1
1027,四; 九百六十,1
1028,七百四十一; 八百七十四,1
1029,五百八十五; 三百五十一,0
1030,二; 二百六十五,1
1031,六百九; 八百五十九,1
1032,三百六十八; 七百三十六,1
1033,四百四十四; 八百九,1
1034,二百七十五; 六百七十一,1
1035,七百八十四; 二百三十八,0
1036,七百五十四; 七百六十一,1
1037,九百五十一; 七百九,0
1038,二十一; 百二十五,1
1039,九百九十四; 七百二十四,0
1040,七百五十; 百三十,0
1041,四百十五; 六百六十八,1
1042,八百九十八; 四百五十五,0
1043,百十一; 四百八十五,1
1044,五百; 八百十,1
1045,五; 七百六十五,1
1046,八百七十; 二百三十一,0
1047,二百十七; 百五十二,0
1048,六十九; 四百八十五,1
1049,三百九十; 六百二十,1
1050,四百八十六; 百八十九,0
1051,三百四十八; 九百三十五,1
1052,二十四; 百二十四,1
1053,五百六十八; 四百六十七,0
1054,八百十九; 三百八十四,0
1055,九百八十七; 五百五十三,0
1056,百十六; 六百九十六,1
1057,百六十八; 九百八十九,1
1058,二十; 四百三十,1
1059,二百三十四; 二百一,0
1060,五百十九; 四百七十二,0
1061,四百二十二; 百二十四,0
1062,三百六十七; 五百三十二,1
1063,四百五; 九百八十三,1
1064,五百二十三; 四百四十二,0
1065,五百六十二; 百八十八,0
1066,六百十六; 五百八,0
1067,三百二十七; 八百九十二,1
1068,九百八十七; 八百八十六,0
1069,七百十四; 五百九十五,0
1070,六十二; 九百八十九,1
1071,百六十; 八百九十三,1
1072,八百三十五; 五百四十一,0
1073,八百四十五; 四百三十五,0
1074,四十七; 七十六,1
1075,五百十; 八百三十一,1
1076,九百九十四; 百二十六,0
1077,八百五十一; 八百三十六,0
1078,三十三; 二百七十四,1
1079,九百十一; 五百五十二,0
1080,七百八十八; 二十九,0
1081,七百五十六; 五百二十八,0
1082,十九; 三百十四,1
1083,六十一; 二百四十,1
1084,四百九十六; 八百六十七,1
1085,五百五十六; 五百四十一,0
1086,三百九; 五百三十一,1
1087,三百五十三; 四百五十九,1
1088,九十; 五百四十四,1
1089,五百六十八; 八百七十一,1
1090,九百二十五; 三百四十六,0
1091,九百七十三; 二百三,0
1092,二十八; 四百九,1
1093,五百七十二; 八百九十,1
1094,二百九十七; 六百四十一,1
1095,四十一; 九十八,1
1096,七百六十九; 三百七十一,0
1097,九百六十二; 四百四十六,0
1098,二十一; 百九十七,1
1099,五百二十八; 四百三十一,0
1100,百八十五; 九百四十六,1
1101,五百六十二; 百八十九,0
1102,八百二十六; 六百四十二,0
1103,九百七十三; 八百九十四,0
1104,四百六十四; 二百十一,0
1105,六百九十六; 七百二十三,1
1106,五百九; 百四十三,0
1107,三百十八; 百六十二,0
1108,八十三; 百四十六,1
1109,九百二十八; 四十四,0
1110,三百四十九; 三百三十二,0
1111,百九; 六百十四,1
1112,百七十; 九百九十九,1
1113,七百八十五; 六十六,0
1114,五百五十九; 六百六十三,1
1115,九百八十; 八百六十六,0
1116,四百三; 六百八十,1
1117,八百八十六; 五百十七,0
1118,三百六十七; 二百三十八,0
1119,三百九十六; 九百三十四,1
1120,百三十; 六百七十二,1
1121,六十九; 八百三十三,1
1122,七百七十七; 六百九,0
1123,四; 九百七十二,1
1124,五百十三; 六十七,0
1125,六百五十六; 百三十五,0
1126,六百二十九; 四百五,0
1127,八百七; 四百八十二,0
1128,五百二十八; 二百七十八,0
1129,二百四十七; 百六十一,0
1130,二百六十五; 九百八十,1
1131,七百十七; 三百四十四,0
1132,百四十三; 三百六十八,1
1133,八百七十; 七百七十二,0
1134,八百; 二百三,0
1135,五百七十二; 百三十,0
1136,三百九十一; 五百四十七,1
1137,八百四; 二百六十,0
1138,九百四十; 二,0
1139,七百六十五; 二百三,0
1140,五百八十八; 三十七,0
1141,四百三十; 七百五十六,1
1142,八百二十四; 八百十八,0
1143,百七十; 六百三十九,1
1144,五百五十七; 百七十三,0
1145,三百六十九; 五百五十,1
1146,三百七十一; 四百三十八,1
1147,百十一; 四百五,1
1148,八百七十一; 六百五十七,0
1149,四百二十; 三十八,0
1150,五百二十四; 三百八十三,0
1151,六十四; 七百十五,1
1152,九百八十三; 六百六十八,0
1153,四百六十一; 五百三,1
1154,六十五; 七十五,1
1155,百七十五; 五百九,1
1156,八百七十九; 七百五十二,0
1157,六百九十四; 四百十二,0
1158,八百九十九; 二百七十五,0
1159,七百四十; 三十,0
1160,九百五十三; 百九十九,0
1161,六百七十九; 十五,0
1162,四百一; 四百七十四,1
1163,七百六十九; 四百八十二,0
1164,九百二十九; 百九十九,0
1165,九百三; 三百三十四,0
1166,七百五十一; 五百六十一,0
1167,二百十三; 百二十七,0
1168,七十八; 四十九,0
1169,六百二十四; 百五十七,0
1170,五百三十; 六百七,1
1171,七百二十二; 五百九十八,0
1172,四百三十三; 五百二十五,1
1173,四百五十一; 七百八,1
1174,二百七十一; 四百十三,1
1175,六百四; 四百二十九,0
1176,七百九十五; 六百四十九,0
1177,六百七十一; 四百八十五,0
1178,百九十三; 九百七十一,1
1179,四百七; 七百五十四,1
1180,七百三十八; 五十六,0
1181,五十三; 百六十六,1
1182,五百六十一; 四百八十四,0
1183,七百二十六; 九百四十五,1
1184,三十九; 四百二十五,1
1185,九百五十六; 六百十一,0
1186,十五; 六百二十三,1
1187,三百六十八; 七百九十九,1
1188,三百二; 二百四十八,0
1189,六百五十九; 七百二,1
1190,七百五十二; 七百五,0
1191,七百九十一; 百三十六,0
1192,八百九十三; 七百十四,0
1193,三百五十八; 八百四十一,1
1194,四百四十六; 二百二十三,0
1195,九百二十三; 四百九十八,0
1196,三百八十三; 四百五十,1
1197,五百二十; 三百五十三,0
1198,二百八十一; 八百十一,1
1199,五百九十六; 二百七十一,0
1200,九百三; 九百四十,1
1201,百四十三; 三十七,0
1202,六百七十一; 二百八十八,0
1203,八百二十五; 六百十五,0
1204,二百七十二; 二百二,0
1205,七百二十四; 四百七十九,0
1206,九十一; 四十,0
1207,四百四十六; 六百九十八,1
1208,四百二; 四百十二,1
1209,二百六十一; 四百九十六,1
1210,二十四; 六百十三,1
1211,三百四十二; 三百二十六,0
1212,七百九十; 三百四十六,0
1213,百三十二; 二百八十一,1
1214,九百四十八; 五十八,0
1215,四百四十七; 千,1
1216,七百五十; 七百五十七,1
1217,六百一; 百八十九,0
1218,百十六; 三百二,1
1219,四百八十六; 七百七十一,1
1220,六百五十五; 七百二十七,1
1221,七百九十八; 二十,0
1222,七十八; 五百九十一,1
1223,七十二; 七百六十五,1
1224,百七十二; 四十八,0
1225,七百二十一; 二百五十二,0
1226,八百五十三; 百四十五,0
1227,三百三十三; 百八,0
1228,四百二十一; 百九,0
1229,八百五十二; 九百二十六,1
1230,四百五十二; 五百十四,1
1231,四百六十八; 四百五十六,0
1232,九百十三; 三百二十六,0
1233,七十二; 二百五十五,1
1234,四百二十四; 六十七,0
1235,六百八十三; 二十一,0
1236,二百五十七; 三百九十,1
1237,七百五十一; 二百三十七,0
1238,六百四十; 二百二十七,0
1239,三百五十七; 二,0
1240,七百三十二; 二百十七,0
1241,九百六; 二百十七,0
1242,三百五十四; 百十,0
1243,八百九十二; 八百七十一,0
1244,七百三; 三百八十三,0
1245,百五十五; 九十五,0
1246,七百四十; 七百三十一,0
1247,五百三十八; 三十五,0
1248,八百二十五; 四百九十一,0
1249,七百八十; 六十九,0
1250,五百二十三; 五十一,0
1251,五百四十; 六百一,1
1252,九十九; 百六十九,1
1253,二百四十七; 五百四,1
1254,八百三; 百六十八,0
1255,八十八; 七百十五,1
1256,四百四十二; 五百七十八,1
1257,六百五十九; 九百八十八,1
1258,五百一; 三百八十,0
1259,五百八十八; 二百九,0
1260,九百十一; 四百六十,0
1261,七百二十; 五百七十一,0
1262,三百四十四; 三百六十三,1
1263,三百六十二; 九百四十八,1
1264,二百三十七; 三十二,0
1265,百八十二; 八百十三,1
1266,八十五; 三十一,0
1267,百七十五; 四百三十七,1
1268,八百三十; 五百二十二,0
1269,九十七; 九十九,1
1270,九百二十九; 四百四十六,0
1271,二百五十四; 三百十八,1
1272,八百八十三; 七百八十六,0
1273,六百六十八; 八百七十六,1
1274,二百五十八; 五百四十六,1
1275,二百八十八; 二百四十六,0
1276,五十八; 六百七十九,1
1277,二百八; 九百三十三,1
1278,四百十五; 八百四十五,1
1279,七百六十九; 三百九十二,0
1280,五百九十; 七,0
1281,六百四十三; 八十六,0
1282,五百七十二; 五十,0
1283,六百九十八; 三百三十八,0
1284,九百十七; 六十,0
1285,二百四十四; 三十三,0
1286,九百三十四; 三百九十九,0
1287,百十; 二百二,1
1288,六百三; 七百八十二,1
1289,九百四十九; 六百五十三,0
1290,四百三十七; 七百二,1
