,nums,labels
0,sekshundrede og femogtreds; syvhundrede og syvogtredive,1
487,nihundrede og fjorten; sekshundrede og halvtreds,0
488,sekshundrede og seksogfirs; femogtyve,0
489,femhundrede og nioghalvfjerds; firs,0
490,tohundrede og seksoghalvfjerds; syvhundrede og niogfirs,1
491,sekshundrede og tredive; femhundrede og seksoghalvfjerds,0
492,tohundrede og syvoghalvfjerds; trehundrede og femogfyrre,1
493,syvhundrede og seksogfirs; trehundrede og niogtreds,0
494,trehundrede og elleve; trehundrede og halvfems,1
495,firehundrede og seksogtreds; syvhundrede og nitten,1
496,syvhundrede og fjorten; firehundrede og fyrre,0
497,trehundrede og femoghalvfems; nihundrede og fireogtreds,1
498,ethundrede og syvogfyrre; nihundrede og toogtredive,1
499,firehundrede og nioghalvfems; firehundrede og fireogtreds,0
500,ethundrede og fyrre; ethundrede og niogfyrre,1
501,femhundrede og syvogtredive; ethundrede og et,0
502,fireogtreds; firehundrede og to,1
503,ottehundrede og seks; firehundrede og firs,0
504,otteogfyrre; syvhundrede og syvogtreds,1
505,ethundrede og niogtyve; ethundrede og tretten,0
506,niogfirs; femhundrede og fireogfyrre,1
507,trehundrede og tolv; trehundrede og niogtreds,1
508,tohundrede og femogfirs; ottehundrede og tre,1
509,treoghalvfjerds; syvoghalvtreds,0
510,firehundrede og seksogtredive; nihundrede og fireogtreds,1
511,tohundrede og toogtreds; trehundrede og tooghalvfems,1
512,tohundrede og seksogtreds; nihundrede og nioghalvfems,1
513,ethundrede og fireogfirs; nihundrede og treoghalvfems,1
514,firehundrede og niogfyrre; ottehundrede og niogtreds,1
515,tohundrede og toogfirs; ottehundrede og tre,1
516,sekshundrede og seksogfyrre; nihundrede og nitten,1
517,tohundrede og toogtyve; ethundrede og enogtredive,0
518,tohundrede og otteoghalvfjerds; sekshundrede og seksogfirs,1
519,firehundrede og otteoghalvtreds; toogfirs,0
520,syvhundrede og nioghalvfjerds; ottehundrede og tolv,1
521,ottehundrede og enogtyve; nihundrede og otteogtredive,1
522,femhundrede og otteogfirs; sekshundrede og treoghalvtreds,1
523,sekshundrede og syvoghalvfems; ethundrede og otteogtreds,0
524,femhundrede og fireoghalvtreds; trehundrede og seksogfyrre,0
525,sekshundrede og treogfirs; firehundrede og tre,0
526,ethundrede og otteoghalvtreds; tohundrede og treogtredive,1
527,ottehundrede og firs; femhundrede og seksogtreds,0
528,sekshundrede og tyve; femhundrede og seksoghalvtreds,0
529,ottehundrede og otteogfirs; tohundrede og fire,0
530,femhundrede og nitten; nihundrede og otteogtredive,1
531,ethundrede og syvogtredive; firehundrede og elleve,1
532,nihundrede og firs; syvhundrede og treogfyrre,0
533,ottehundrede og otteogtredive; firehundrede og syvogfirs,0
534,nihundrede og femogtredive; sekshundrede og fireogtredive,0
535,nihundrede og syvogfyrre; sekshundrede og tooghalvtreds,0
536,femhundrede og enogfyrre; firehundrede og fireoghalvtreds,0
537,ethundrede og syvoghalvfems; tohundrede og treds,1
538,enogfyrre; femhundrede og syvogfyrre,1
539,nihundrede og fireoghalvfems; sekshundrede og syvogfyrre,0
540,ottehundrede og tretten; trehundrede og nioghalvtreds,0
541,firehundrede og otteogtredive; sekshundrede og treoghalvfjerds,1
542,tohundrede og otteogfirs; firehundrede og fireogtreds,1
543,ottehundrede og seksoghalvfems; firehundrede og fire,0
544,femhundrede og treogtyve; nihundrede og enogfirs,1
545,trehundrede og enoghalvfems; nihundrede og treoghalvfems,1
546,trehundrede og treogtredive; nihundrede og femogfyrre,1
547,tohundrede og fireoghalvfjerds; syvhundrede og seksoghalvfems,1
548,firehundrede og enogtreds; nihundrede og tooghalvfjerds,1
549,ottehundrede og ni; enoghalvfjerds,0
550,syvhundrede og tooghalvtreds; tohundrede og seksogtredive,0
551,tohundrede og otteoghalvtreds; trehundrede og tredive,1
552,ethundrede og sytten; ethundrede og seksogfirs,1
553,ottehundrede og seks; tohundrede og niogfyrre,0
554,femhundrede og halvtreds; ottehundrede og enogtredive,1
555,syvhundrede og syvogtreds; treoghalvfjerds,0
556,tohundrede og niogfirs; trehundrede og nioghalvfems,1
557,trehundrede og toogtreds; trehundrede og treds,0
558,firehundrede og femoghalvfems; trehundrede og otteoghalvfjerds,0
559,syvogtredive; nihundrede og enoghalvfjerds,1
560,firehundrede og otteogfyrre; ottehundrede og sytten,1
561,ottehundrede og toogtredive; ottehundrede og treogfirs,1
562,trehundrede og toogtredive; femhundrede og tre,1
563,sekshundrede og seks; sekshundrede og enogtyve,1
564,firehundrede og seksoghalvfems; ottehundrede og otteoghalvfjerds,1
565,sekshundrede og syvogfyrre; firehundrede og ni,0
566,ethundrede og enoghalvfems; tohundrede og femogtreds,1
567,nihundrede og fireoghalvfjerds; femhundrede og femoghalvtreds,0
568,sekshundrede og enogfirs; firehundrede og fire,0
569,nihundrede og to; ethundrede og enogtredive,0
570,firehundrede og syvogtyve; ottehundrede og otte,1
571,femhundrede og otte; syvhundrede og seksogtredive,1
572,firehundrede og femten; ethundrede og syv,0
573,femhundrede og niogtyve; syvhundrede og femoghalvtreds,1
574,ottehundrede og enogtreds; ottehundrede og otteogtredive,0
575,syvhundrede og toogfirs; trehundrede og ni,0
576,ottehundrede og treogtredive; nihundrede og halvtreds,1
577,ottehundrede og toogtredive; syvhundrede og enoghalvtreds,0
578,syvhundrede og ti; firehundrede og tooghalvfjerds,0
579,syvhundrede og treogtreds; enoghalvfjerds,0
580,tohundrede og otteoghalvfems; femhundrede og otteogtreds,1
581,syvhundrede og atten; ethundrede og enogtredive,0
582,femhundrede og fireogfirs; firehundrede og femogfirs,0
583,ottehundrede og treoghalvtreds; nihundrede og fireogtyve,1
584,sekshundrede og fireogfirs; syvhundrede og femogfyrre,1
585,nihundrede og femogtreds; femhundrede og otteoghalvtreds,0
586,ottehundrede og syvogfirs; tohundrede og toogtyve,0
587,tohundrede og seksogtreds; syvhundrede og femoghalvtreds,1
588,ethundrede og otteoghalvfjerds; ottehundrede og otte,1
589,sekshundrede og treds; trehundrede og syvoghalvfems,0
590,elleve; syvhundrede og seksogtyve,1
591,tohundrede og treogtredive; ethundrede og seksten,0
592,sekshundrede og syvoghalvfjerds; treogtredive,0
593,femhundrede og seksoghalvfems; nihundrede og treogtyve,1
594,nihundrede og toogfirs; nihundrede og treogfirs,1
595,firehundrede og seks; enoghalvfjerds,0
596,ethundrede og seksten; syvhundrede og femogtyve,1
597,syvhundrede og tolv; ottehundrede og femogfirs,1
598,trehundrede og treogtreds; nihundrede og femoghalvfems,1
599,seksoghalvfjerds; tohundrede og syvogfirs,1
600,femhundrede og tre; femhundrede og otteoghalvfems,1
601,femhundrede og enogfyrre; firehundrede og femten,0
602,sekshundrede og halvtreds; ottehundrede og toogtyve,1
603,ethundrede og seksten; seksogfyrre,0
604,sekshundrede og seksogtyve; nihundrede og femoghalvtreds,1
605,ti; trehundrede og fireoghalvfems,1
606,tohundrede og tredive; firehundrede og syvogtreds,1
607,ethundrede og niogfyrre; nihundrede og seksogtyve,1
608,syvhundrede og syvogtyve; sekshundrede og enogtyve,0
609,sekshundrede og treogtredive; syvhundrede og niogtredive,1
610,trehundrede og otteogtredive; nihundrede og tooghalvtreds,1
611,ethundrede og seksogtreds; sekshundrede og toogfyrre,1
612,syvhundrede og treoghalvfjerds; niogfyrre,0
613,trehundrede og otteoghalvfjerds; trehundrede og otteogtyve,0
614,ethundrede og seksogtreds; syvhundrede og syvogtreds,1
615,trehundrede og syvogtredive; trehundrede og seksten,0
616,femhundrede og enoghalvfjerds; femhundrede og elleve,0
617,trehundrede og halvfjerds; ottehundrede og tyve,1
618,ottehundrede og treogtredive; syvhundrede og seksoghalvfjerds,0
619,tohundrede og tretten; firehundrede og femogtredive,1
620,tohundrede og nioghalvtreds; tohundrede og femten,0
621,nihundrede og elleve; firehundrede og syvoghalvfems,0
622,tohundrede og enogfyrre; trehundrede og seksogtredive,1
623,ethundrede og syvoghalvfems; ethundrede og seksoghalvfjerds,0
624,enogtreds; ottehundrede og enoghalvfjerds,1
625,ethundrede og tooghalvfems; ottehundrede og fyrre,1
626,firehundrede og femoghalvtreds; firehundrede og treoghalvfjerds,1
627,nihundrede og toogtyve; sekshundrede og femogtredive,0
628,trehundrede og syvogtyve; nihundrede og treds,1
629,ethundrede og halvfjerds; sekshundrede og syv,1
630,trehundrede og enogfirs; tohundrede og syv,0
631,ottehundrede og sytten; ottehundrede og femoghalvfems,1
632,nihundrede og treoghalvfjerds; syvhundrede og otteogfirs,0
633,nihundrede og tre; trehundrede og fireogtreds,0
634,tohundrede og halvfjerds; firehundrede og tooghalvfems,1
635,seksoghalvfjerds; femhundrede og fireoghalvtreds,1
636,ottehundrede og femogfirs; enoghalvfjerds,0
637,sekshundrede og otteoghalvtreds; tohundrede og sytten,0
638,ethundrede og femoghalvtreds; trehundrede og ni,1
639,syvhundrede og seksoghalvtreds; sekshundrede og femoghalvfems,0
640,femhundrede og ni; tohundrede og tre,0
641,firehundrede og fjorten; syvhundrede og fireogfirs,1
642,trehundrede og femogfyrre; syvogfirs,0
643,tohundrede og syvogtyve; sekshundrede og syvoghalvfems,1
644,tohundrede og tre; nihundrede og niogtredive,1
645,nihundrede og fireogfirs; nihundrede og syvoghalvtreds,0
646,nihundrede og toogtredive; femhundrede og femogtredive,0
647,trehundrede og femogtredive; trehundrede,0
648,tohundrede og treogfyrre; ethundrede og enogtredive,0
649,femhundrede og toogtredive; nihundrede og halvfems,1
650,firehundrede og seksogtredive; syvhundrede og otteogtredive,1
651,nihundrede og fireogfirs; ottehundrede og otte,0
652,tohundrede og femogtreds; firehundrede og tooghalvfjerds,1
653,enogtyve; toogtreds,1
654,firehundrede og femogfyrre; syvhundrede og syvogfyrre,1
655,tohundrede og treoghalvtreds; ottehundrede og femten,1
656,nihundrede og sytten; trehundrede og otteogfirs,0
657,trehundrede og niogfirs; trehundrede og fireoghalvfems,1
658,firehundrede og to; trehundrede og treogtredive,0
659,sekshundrede og fireoghalvfjerds; nihundrede og niogtredive,1
660,sekshundrede og enogfirs; firehundrede og niogtreds,0
661,femhundrede og fireoghalvfjerds; tohundrede og elleve,0
662,ottehundrede og enoghalvfjerds; femhundrede og fireoghalvfjerds,0
663,firehundrede og firs; tohundrede og otteogtyve,0
664,nihundrede og treogtyve; ottehundrede og treogfyrre,0
665,ethundrede og tretten; tohundrede og syvogtyve,1
666,sekshundrede og femogfirs; tohundrede og seksogfirs,0
667,ottehundrede og toogfyrre; ti,0
668,femhundrede og enoghalvfjerds; femhundrede og enogfyrre,0
669,firehundrede og enogtredive; tohundrede og fireoghalvfjerds,0
670,nihundrede og toogfirs; syvhundrede og syvogtredive,0
671,sekshundrede; nihundrede og fem,1
672,treds; femhundrede og otteogtreds,1
673,nihundrede og seksogtreds; firehundrede og tyve,0
674,syvhundrede og toogfirs; tohundrede og fireoghalvtreds,0
675,syvhundrede og fyrre; trehundrede og treoghalvfems,0
676,trehundrede og fireogtyve; syvhundrede og treoghalvfjerds,1
677,trehundrede og halvtreds; trehundrede og niogtyve,0
678,trehundrede og niogtyve; trehundrede og tredive,1
679,tohundrede og atten; syvhundrede og seksogtreds,1
680,tohundrede og syvogtreds; nihundrede og fireogtredive,1
681,sekshundrede og fire; sekshundrede og nioghalvfjerds,1
682,ottehundrede og niogtreds; tohundrede og ni,0
683,nihundrede og tre; syvhundrede og tooghalvtreds,0
684,tohundrede og elleve; ethundrede og tyve,0
685,syvhundrede og femoghalvfjerds; syvhundrede og femoghalvtreds,0
686,sekshundrede og femogfyrre; firehundrede og seksogtredive,0
687,femhundrede og femogtredive; trehundrede og femogtyve,0
688,femhundrede og treogtreds; trehundrede og fem,0
689,firehundrede og seksogfirs; femhundrede og enogfyrre,1
690,tohundrede og tooghalvfems; ethundrede og syv,0
691,firehundrede og to; treoghalvtreds,0
692,tohundrede og treds; ethundrede og otteogtyve,0
693,sekshundrede og seksoghalvfjerds; syvhundrede og fem,1
694,syvogtreds; trehundrede og otteoghalvtreds,1
695,nihundrede og fireoghalvfjerds; sekshundrede og seksogfyrre,0
696,ethundrede og seksogtredive; femhundrede og femoghalvfjerds,1
697,firehundrede og tyve; femhundrede og tre,1
698,ottehundrede og fjorten; firehundrede og tolv,0
699,nihundrede og tooghalvtreds; tohundrede og enoghalvtreds,0
700,syvhundrede og fireogtredive; tohundrede og nitten,0
701,nihundrede og syvogfyrre; femhundrede og fyrre,0
702,syvhundrede og enogtredive; seksogtyve,0
703,ethundrede og femogtyve; ottehundrede og fireogtyve,1
704,syvhundrede og treoghalvfems; trehundrede og seksoghalvfems,0
705,ottehundrede og enogtredive; ethundrede og otteoghalvtreds,0
706,trehundrede og otteoghalvfjerds; toogtyve,0
707,nihundrede og toogfyrre; femhundrede og firs,0
708,otteoghalvtreds; sekshundrede og femogfyrre,1
709,nihundrede og syvoghalvfems; tohundrede og seksogtredive,0
710,sekshundrede og treds; trehundrede og nioghalvtreds,0
711,ottehundrede og toogtredive; toogfyrre,0
712,ottehundrede og enogfirs; sekshundrede og fireoghalvfjerds,0
713,femhundrede og fireoghalvfems; fireogfyrre,0
714,nihundrede og tre; femhundrede og otteoghalvtreds,0
715,sekshundrede og treogfyrre; femhundrede og seksogtreds,0
716,ottehundrede og enoghalvfjerds; sekshundrede og treoghalvfems,0
717,femogfyrre; sekshundrede og syvogtreds,1
718,trehundrede; syvhundrede og treds,1
719,fireoghalvtreds; syvhundrede og halvfems,1
720,tohundrede og tooghalvfjerds; femhundrede og fireoghalvfjerds,1
721,femhundrede og toogfirs; syvhundrede og niogtredive,1
722,tohundrede og elleve; tohundrede og femogtyve,1
723,femhundrede og treogfirs; sekshundrede og nitten,1
724,firehundrede og fireogfyrre; nihundrede og femogfirs,1
725,trehundrede og seksten; firehundrede og fireoghalvfems,1
726,ethundrede og treoghalvfems; trehundrede og toogtreds,1
727,trehundrede og fem; tohundrede og syvogfirs,0
728,firehundrede og otteogtyve; ottehundrede og fireoghalvtreds,1
729,tohundrede og otte; ethundrede og enogfyrre,0
730,sekshundrede og nioghalvtreds; femhundrede og femogtyve,0
731,firehundrede og femoghalvfems; femhundrede og enoghalvfjerds,1
732,tohundrede og halvtreds; trehundrede og treoghalvfjerds,1
733,ethundrede og ti; sekshundrede og treogtreds,1
734,syvhundrede og enogtredive; tohundrede og fireogfyrre,0
735,syvhundrede og seksten; otteoghalvfjerds,0
736,femhundrede og treogtredive; firehundrede og fireogfyrre,0
737,sekshundrede og niogtyve; tohundrede og fireogfyrre,0
738,trehundrede og halvfjerds; nihundrede,1
739,nihundrede og et; firehundrede og atten,0
740,ottehundrede og fireogfyrre; syvhundrede og otteogtredive,0
741,trehundrede; ethundrede og syvoghalvfjerds,0
742,ottehundrede og nioghalvfjerds; nihundrede og nitten,1
743,fem; femhundrede og fyrre,1
744,fireoghalvtreds; sekshundrede og treogtyve,1
745,femhundrede og otteoghalvfems; femhundrede og syv,0
746,trehundrede og halvfjerds; halvfjerds,0
747,nihundrede og femoghalvfems; sekshundrede og fireogfirs,0
748,ethundrede og tolv; ethundrede og niogtyve,1
749,ottehundrede og toogtyve; sekshundrede og treoghalvfjerds,0
750,femhundrede og sytten; femogfirs,0
751,syvhundrede og toogtreds; nihundrede og halvfjerds,1
752,fyrre; nihundrede og nioghalvtreds,1
753,sekshundrede og firs; tohundrede og tooghalvfjerds,0
754,nihundrede og otteogfirs; femhundrede og otteoghalvfjerds,0
755,firehundrede og enogtredive; tooghalvfjerds,0
756,ottehundrede og niogtyve; syvhundrede og fem,0
757,ottehundrede og femten; tohundrede og syvoghalvtreds,0
758,nihundrede og otteogfyrre; sekshundrede og femogfirs,0
759,syvhundrede og syvogtreds; firehundrede og otteogtreds,0
760,firehundrede og seksoghalvtreds; syvogfyrre,0
761,trehundrede og femoghalvfems; ottehundrede og toogfirs,1
762,ottehundrede og fireogtredive; sekshundrede og treds,0
763,femhundrede og tooghalvtreds; tohundrede og seks,0
764,sekshundrede og seksogtredive; firehundrede og enogfyrre,0
765,firehundrede og enoghalvfems; ni,0
766,firehundrede og tolv; syvoghalvtreds,0
767,sekshundrede og treds; syvhundrede og treds,1
768,ethundrede og fem; tyve,0
769,femhundrede og otteoghalvfjerds; sekshundrede og seksogtreds,1
770,ethundrede og femogfirs; fyrre,0
771,sekshundrede og enoghalvtreds; femhundrede og tredive,0
772,tohundrede og et; nihundrede og tretten,1
773,ottehundrede og toogtyve; ottehundrede og tooghalvfjerds,1
774,syvogtredive; firehundrede og enoghalvfems,1
775,femhundrede og otteogtreds; trehundrede og niogtredive,0
776,treoghalvfems; ethundrede og fjorten,1
777,tohundrede og fireogfirs; firehundrede og seksogtreds,1
778,tohundrede og fireoghalvtreds; firehundrede og otteogfyrre,1
779,syvhundrede og tooghalvfjerds; otteoghalvfjerds,0
780,trehundrede og treogtreds; firehundrede og syv,1
781,tredive; syvhundrede og tredive,1
782,sekshundrede og ti; ethundrede og seks,0
783,ethundrede og otteogfyrre; ethundrede og fireogfyrre,0
784,trehundrede og fireogtredive; syvhundrede og seksogtyve,1
785,ottehundrede og syvoghalvfems; syvhundrede og halvtreds,0
786,femhundrede og halvfjerds; ethundrede og seks,0
787,toogtyve; ethundrede og femoghalvtreds,1
788,trehundrede; ottehundrede og niogfirs,1
789,sekshundrede og seksogtreds; sekshundrede og otteogfirs,1
790,trehundrede og fireogtredive; nihundrede og syvogfirs,1
791,syvhundrede og fireogtyve; ottehundrede og ni,1
792,sekshundrede og toogfyrre; femhundrede og femogtreds,0
793,ethundrede og treogfirs; femhundrede og toogfyrre,1
794,sekshundrede og fireoghalvfjerds; treoghalvfems,0
795,ethundrede og niogtyve; firehundrede og syvogfyrre,1
796,sekshundrede og seksogtreds; syvhundrede og seksten,1
797,ethundrede og firs; syvhundrede og niogtreds,1
798,sekshundrede og nioghalvfjerds; trehundrede og treds,0
799,trehundrede og fireoghalvtreds; tohundrede og toogtreds,0
800,treoghalvfjerds; ethundrede og elleve,1
801,sekshundrede og treoghalvfjerds; firehundrede og seksogtreds,0
802,tohundrede og elleve; syvhundrede og enoghalvfems,1
803,femoghalvfjerds; trehundrede og femoghalvfjerds,1
804,ethundrede og et; ethundrede,0
805,ottehundrede og femogfirs; femhundrede og nioghalvtreds,0
806,firehundrede og seksogfyrre; nihundrede og otteogfyrre,1
807,nihundrede og femogtreds; syvhundrede og fem,0
808,niogfyrre; ethundrede og nioghalvfems,1
809,syvhundrede og enoghalvfems; sekshundrede og femogtreds,0
810,sekshundrede og seksogtyve; ethundrede og seksten,0
811,nihundrede og enogfirs; ottehundrede og tooghalvtreds,0
812,ethundrede og nioghalvtreds; ethundrede og tooghalvfjerds,1
