,nums,labels
0,cent quarante huit; cent soixante dix neuf,1
581,quatre cent six; deux,0
582,cinq cent quatre vingts; sept cent soixante dix sept,1
583,sept cent quatre vingt cinq; trois cent trente,0
584,cent six; quatre cent soixante,1
585,neuf cent trente sept; trois cent soixante quinze,0
586,neuf cent quarante et un; cinq cent trente deux,0
587,quatre cent soixante dix neuf; neuf cent trente deux,1
588,quatre cent cinquante huit; quatre cent quarante neuf,0
589,cent soixante cinq; cinq cent soixante quatorze,1
590,deux cent quarante huit; six cent quatre vingt dix sept,1
591,sept cent quatorze; trois cent trente six,0
592,quatre cent soixante et un; six cent cinquante cinq,1
593,quatre cent vingt sept; huit cent trente six,1
594,huit cent cinquante cinq; huit cent vingt,0
595,trois cent soixante huit; cinquante six,0
596,quatre cent trente six; huit cent quatre vingt seize,1
597,trois cent soixante cinq; huit cent cinquante,1
598,sept cent cinquante trois; deux cent seize,0
599,deux cent soixante; six cent sept,1
600,sept cent cinquante trois; cent quarante quatre,0
601,huit cent cinquante sept; neuf cent quarante deux,1
602,cent soixante quatre; neuf cent huit,1
603,trois cent soixante quatre; trois cent quarante sept,0
604,sept cent soixante huit; six cent quatre vingt douze,0
605,neuf cent quarante sept; cinq cent quatre vingt dix neuf,0
606,quatre cent quatre vingt deux; deux cent cinquante quatre,0
607,six cent soixante treize; six cent vingt,0
608,six cent cinquante cinq; cinq cent soixante dix neuf,0
609,deux cent soixante quinze; soixante seize,0
610,trois cent quatre vingt huit; trois cent cinquante six,0
611,sept cent quatre vingt quatorze; quatre vingt neuf,0
612,trois cent quatre vingt onze; quatre cent seize,1
613,cinq cent quinze; deux cent cinq,0
614,neuf cent soixante dix; sept cent quatre vingt six,0
615,quatre cent quatre vingt dix sept; trois cent quatre vingt treize,0
616,six cent soixante huit; cinq cent dix huit,0
617,quatre cent quatre vingt dix sept; huit cent soixante,1
618,sept cent cinquante; six cent quatorze,0
619,sept cent quarante deux; sept cent soixante deux,1
620,trois cent soixante et onze; sept cent trente trois,1
621,sept cent quatre vingt onze; cinq cent dix neuf,0
622,deux cent soixante et onze; cinq cent soixante et onze,1
623,huit cent cinquante et un; trois cent vingt sept,0
624,huit cent quatre vingt six; neuf cent vingt sept,1
625,neuf cent cinquante quatre; huit cent vingt huit,0
626,cinq cent cinquante neuf; neuf cents,1
627,cinq cent quarante trois; soixante huit,0
628,cinq cent quatre vingt huit; trois cent quatre vingt dix huit,0
629,six cent quatre vingt six; quatre cent quatre vingt douze,0
630,douze; trois cent trente et un,1
631,deux cent quatre vingt quinze; cinq cent vingt deux,1
632,six cent soixante dix neuf; six cent trente et un,0
633,six cent trois; sept cent vingt,1
634,sept cent vingt cinq; huit cent vingt sept,1
635,quatre vingt dix sept; huit cent cinquante huit,1
636,trente et un; sept cent vingt,1
637,deux cent dix huit; cent cinquante,0
638,huit cent quarante trois; trois cent sept,0
639,deux cent quarante et un; quatre cent quatre vingt quinze,1
640,sept cent deux; huit cent cinquante neuf,1
641,quatre vingt douze; trois cent quatorze,1
642,deux cent quatorze; deux cent quatre vingt dix,1
643,cent quarante sept; quatre cent quatre vingt trois,1
644,huit cent quatre vingt dix huit; cinq cent trente neuf,0
645,sept cent vingt sept; sept cent soixante trois,1
646,quarante neuf; quatre cent soixante quinze,1
647,deux cent soixante et onze; neuf cent quarante cinq,1
648,quatre vingt treize; cinq cent quatre vingt quatre,1
649,six cent soixante treize; cent trois,0
650,neuf cent quatre vingt trois; sept cent dix huit,0
651,cent soixante six; six cent trente cinq,1
652,deux cent quatre vingts; sept cent soixante six,1
653,trois cent cinquante trois; cent soixante huit,0
654,huit cent dix huit; six cent cinquante neuf,0
655,sept cent quatre vingts; sept cent quarante et un,0
656,vingt quatre; cinq cent quarante six,1
657,soixante neuf; huit cent cinquante deux,1
658,huit cent vingt sept; sept cent cinquante huit,0
659,trente; trois cent soixante dix sept,1
660,trois cent soixante et onze; quatre cent vingt et un,1
661,quatre vingts; cent soixante trois,1
662,neuf cent quarante sept; huit cent quatre vingt dix neuf,0
663,neuf cent sept; deux cent dix neuf,0
664,neuf cent soixante dix huit; sept cent trente six,0
665,quatre cent vingt deux; dix sept,0
666,sept cent trente deux; six cent quarante deux,0
667,sept cent onze; sept cent trente quatre,1
668,huit cent quatre vingt treize; cinq cent trente cinq,0
669,trois cents; trois cent quarante trois,1
670,quatre cent quatre vingt dix neuf; huit cent quatorze,1
671,quatre cent dix huit; neuf cent soixante treize,1
672,huit cent six; trois cent quarante cinq,0
673,trois cent quatre vingts; cent dix neuf,0
674,quatre vingt dix; quatre cent onze,1
675,deux cent quatre vingt dix sept; six cent quinze,1
676,huit cent soixante trois; douze,0
677,quatre cent vingt huit; cent cinquante neuf,0
678,huit cent trente; trois cent quarante deux,0
679,six cent cinquante deux; quatre cent cinquante huit,0
680,cent soixante et un; quatre cent cinquante trois,1
681,trois cent cinquante deux; neuf cent dix sept,1
682,neuf cent trente cinq; sept cent quatre vingt trois,0
683,sept cent huit; huit cent soixante cinq,1
684,huit cent deux; huit cent quatre vingt dix huit,1
685,deux cent soixante quatorze; neuf cent cinquante cinq,1
686,cent quatre vingt deux; neuf cent soixante neuf,1
687,quatre cent vingt; huit cent vingt huit,1
688,quatre cent soixante treize; sept cent quatre vingt six,1
689,six cent quatre vingt dix huit; cent quatre vingt dix sept,0
690,neuf cent cinquante six; six cent cinquante et un,0
691,six cent vingt quatre; soixante deux,0
692,cent soixante treize; huit cent soixante et un,1
693,deux cent soixante sept; cinq cent vingt trois,1
694,cent huit; cent trente cinq,1
695,deux cent quarante et un; sept cent quarante deux,1
696,trois cent vingt et un; quarante trois,0
697,six cent cinquante cinq; cent soixante six,0
698,cinq cent soixante neuf; cinq cent cinquante cinq,0
699,cent quatre vingt quatre; quatre vingt quatorze,0
700,trois cent cinquante cinq; sept cent cinquante six,1
701,huit cent soixante sept; huit cent quatre vingt treize,1
702,trois cent neuf; quarante et un,0
703,deux cent vingt cinq; cinq cent soixante,1
704,huit cent quarante; sept cent treize,0
705,quatre cent quatre vingt dix huit; cent vingt quatre,0
706,sept cent trente deux; six cent quatre vingts,0
707,trois cent vingt huit; cinq cent quatre vingt six,1
708,sept cent dix sept; sept cent quatre vingt treize,1
709,six cent quarante et un; quatre cent quarante cinq,0
710,quatre cent cinquante six; dix neuf,0
711,sept cent vingt neuf; sept cent soixante dix sept,1
712,cinq cents; trente cinq,0
713,six cent trente six; neuf cent quatre vingt cinq,1
714,deux cent soixante six; neuf cent quatre vingt onze,1
715,quatre cent cinquante deux; neuf cent quarante deux,1
716,cent quatre vingt onze; huit cent treize,1
717,quarante huit; quarante deux,0
718,quatre cent vingt sept; neuf cent trente huit,1
719,deux cent quatre vingt neuf; cent trente six,0
720,huit cent cinquante deux; trois cent un,0
721,huit cent quarante quatre; cent soixante et un,0
722,huit cent huit; quatre cent cinquante et un,0
723,six cent cinquante cinq; neuf cent soixante et un,1
724,neuf cent soixante quinze; quatre cent vingt sept,0
725,soixante cinq; deux cent trente neuf,1
726,sept cent dix huit; six cent cinquante huit,0
727,neuf; deux cent treize,1
728,six cent vingt six; six cent vingt quatre,0
729,huit cent soixante dix huit; neuf cent seize,1
730,huit cent soixante et onze; neuf cent trois,1
731,neuf cent trente neuf; huit cent vingt quatre,0
732,cinq cent vingt quatre; six cent vingt neuf,1
733,sept cent quatre vingt treize; quatre cent soixante quatre,0
734,six cent dix sept; sept cent quarante quatre,1
735,neuf cent quarante; cent trente trois,0
736,deux cent soixante trois; trois cent quarante trois,1
737,trois cent vingt neuf; trois cent vingt huit,0
738,cent vingt six; huit cent vingt et un,1
739,vingt six; quatre vingt un,1
740,quatre cent soixante deux; deux cent huit,0
741,six cent quarante neuf; sept cent soixante et un,1
742,neuf cent soixante quatorze; quatre cent quatre vingt six,0
743,cinq cent dix huit; cinquante six,0
744,deux cent quatre vingt dix huit; huit cent quatre vingt dix,1
745,cent soixante quatorze; trente et un,0
746,huit cent soixante dix huit; sept cent vingt trois,0
747,six cent quarante neuf; cent seize,0
748,mille; sept cent soixante,0
749,sept cent quatre vingt seize; deux cent vingt cinq,0
750,huit cent dix neuf; quatre cent trente six,0
751,trois cent soixante; cinq cent soixante huit,1
752,sept cent soixante treize; deux cent vingt et un,0
753,trois cent quarante trois; six cent soixante,1
754,deux cent trente neuf; cent vingt trois,0
755,six cent quatre vingt quatre; trois cent sept,0
756,deux; deux cent dix sept,1
757,cinq cent soixante quinze; quarante huit,0
758,huit cent cinquante huit; dix,0
759,trois cent trois; deux cent trente deux,0
760,sept cent quarante neuf; trois cent cinquante six,0
761,trois cent vingt et un; huit cent quinze,1
762,trois cent deux; quatre cent quatorze,1
763,quatre cent trente cinq; quatre cent quatre vingt dix neuf,1
764,cent soixante seize; trois cent soixante deux,1
765,sept cent quarante sept; deux cent quatre vingt quinze,0
766,cinq cent seize; trois cent cinquante deux,0
767,sept cents; neuf cent cinquante six,1
768,sept cent cinq; trois cent trente sept,0
769,quatre cent cinquante; trois cent vingt huit,0
770,deux cent quarante sept; cinq cent quatre vingts,1
771,deux cent un; neuf cent vingt et un,1
772,sept cent trente huit; cinq cent trente huit,0
773,neuf cent douze; six cent soixante et un,0
774,quatre cent dix sept; sept cent cinquante six,1
775,quatre cent quatre vingt quatre; cinquante six,0
776,huit cent cinquante huit; soixante dix neuf,0
777,trois cent quatre vingt un; huit cent quatorze,1
778,deux cent quatre; deux cent neuf,1
779,cent quatre vingt six; sept cent dix sept,1
780,cent soixante quinze; cent quatre vingt treize,1
781,deux cent soixante quatorze; trois cent cinquante six,1
782,huit cent vingt trois; cent vingt huit,0
783,cent trente et un; quatre cent quarante quatre,1
784,sept cent vingt deux; sept cent quatre vingt neuf,1
785,deux cent quatre vingt cinq; quatre vingt quinze,0
786,trois cent soixante treize; cent trente deux,0
787,huit cent dix; trente neuf,0
788,soixante sept; huit cent huit,1
789,sept cent quatre vingt neuf; sept cent vingt,0
790,quatre cent dix neuf; six cent quarante trois,1
791,quatre cent cinquante six; huit cent soixante quatre,1
792,trois cent six; six cent vingt,1
793,soixante huit; cent soixante dix neuf,1
794,quatre cent dix neuf; neuf cent cinq,1
795,quatre vingt huit; huit cent quatre,1
796,neuf cent cinquante neuf; quatre vingts,0
797,huit cent quarante six; neuf cent quatre vingt quatre,1
798,six cent quatre vingt un; trois cent quatre vingt dix sept,0
799,cinq cent trente quatre; deux cent un,0
800,vingt quatre; quatre cent vingt trois,1
801,cent quatre vingts; deux cent cinquante et un,1
802,sept cent vingt; trente quatre,0
803,cinquante et un; soixante quatre,1
804,trois cent quatre vingt deux; quatre cent soixante douze,1
805,trois cent soixante six; cent vingt huit,0
806,neuf cent quatre vingt dix neuf; sept cent vingt,0
807,huit cent soixante quatorze; trois cent quarante six,0
808,sept cent soixante six; six cent huit,0
809,sept cent un; quatre cent soixante et un,0
810,quatre cent soixante douze; sept cent soixante huit,1
811,trois cent cinquante; cent vingt et un,0
812,cinq cent soixante quinze; six cent vingt neuf,1
813,deux cent cinquante six; cinq cents,1
814,huit cent soixante dix huit; deux cent cinquante neuf,0
815,quatre cent vingt trois; trois cent trente sept,0
816,cent quarante; neuf cent soixante et un,1
817,cent soixante quatre; sept cent quatre vingt dix huit,1
818,cinq cent trente huit; trois cent quarante neuf,0
819,huit cent soixante dix; trois cent dix neuf,0
820,cinq cent cinquante huit; quatre cent trente quatre,0
821,quatre vingt dix; cent soixante treize,1
822,deux cent quatre vingt dix neuf; cinq cent soixante cinq,1
823,six cent cinquante et un; deux cent quatre vingt douze,0
824,trois cent soixante quinze; neuf cent quatre vingt douze,1
825,huit cent quarante et un; quatre vingt sept,0
826,sept cent quatre vingt dix huit; cinq cent quatre vingt neuf,0
827,neuf cent soixante neuf; quatre cent un,0
828,huit cent soixante neuf; huit cent trente trois,0
829,trois cent quatre vingt dix; neuf cent soixante,1
830,cent trente cinq; six cent soixante six,1
831,cent trente quatre; six cent quatre vingt six,1
832,dix neuf; cent soixante dix,1
833,sept cent soixante dix neuf; trois cent quatre vingt seize,0
834,huit cent cinquante huit; cent soixante douze,0
835,cent neuf; cent dix neuf,1
836,quatre; quatre cent cinquante six,1
837,sept cent quatorze; deux cent trente trois,0
838,sept cent onze; huit cent vingt cinq,1
839,dix sept; cinq cent soixante dix neuf,1
840,sept cent soixante huit; deux cent quarante deux,0
841,trois cent cinq; deux cent sept,0
842,cinq cent quatorze; deux cent soixante huit,0
843,vingt trois; deux cent vingt six,1
844,quatre cent soixante seize; cinq cent trente trois,1
845,cent vingt six; six cent treize,1
846,cinquante et un; trois cent soixante,1
847,quatre cent quatre vingt dix neuf; cent quatre vingt onze,0
848,huit cent vingt et un; cent soixante trois,0
849,trois cent soixante dix sept; six cent trente,1
850,neuf cent soixante dix huit; deux cent quatre vingt seize,0
851,huit cent cinquante huit; six cent soixante quinze,0
852,sept cent quatre vingts; sept cent quatre vingt neuf,1
853,huit cent soixante et onze; deux cent seize,0
854,quatre cent soixante deux; cinq cent trente sept,1
855,six cent dix; cinq cent quarante cinq,0
856,quatre cent soixante dix sept; cent soixante neuf,0
857,cent cinquante quatre; cinq cent dix,1
858,quatre cent soixante cinq; huit cent quatre vingt quinze,1
859,deux cent quatre vingt quatre; sept cent soixante dix sept,1
860,six cent dix huit; trois cent soixante dix neuf,0
861,six cent seize; trente quatre,0
862,trois cent soixante quatorze; deux cent quatre vingt seize,0
863,cinq cent trente; sept cent vingt trois,1
864,sept cent quarante deux; huit cent douze,1
865,deux cent cinquante sept; quatre cent vingt six,1
866,six cent quatre vingt douze; neuf cent soixante dix neuf,1
867,cinq cent vingt et un; cinquante cinq,0
868,quatre cent seize; trois cent sept,0
869,six cent dix sept; huit cent soixante douze,1
870,six cent trente six; quatre cent cinquante cinq,0
871,trois cent quarante sept; cent soixante dix sept,0
872,cent soixante sept; cent trente trois,0
873,soixante six; huit cent quatre vingt quatre,1
874,huit cent vingt neuf; sept cent cinquante six,0
875,cinq cent quatre vingt huit; cent quatre vingt un,0
876,sept cent sept; cent vingt huit,0
877,cinq cent quarante sept; trois cent dix huit,0
878,huit cent quatre vingt un; six cent trente cinq,0
879,trois cent quarante trois; quatre cent vingt sept,1
880,cent seize; six cent seize,1
881,trois cent trente trois; six cent cinquante quatre,1
882,deux cent quatorze; trois cent vingt huit,1
883,sept cent cinquante six; huit cent huit,1
884,huit cent cinquante; huit cent quatre vingt dix,1
