,sents,labels
0,firs; femhundrede og nioghalvfems,1
489,ethundrede og syvogtyve; sekshundrede og treoghalvfems,1
490,ni; ottehundrede og nioghalvfems,1
491,syvhundrede og seksogfyrre; ethundrede og atten,0
492,trehundrede og otteoghalvfjerds; tohundrede og fem,0
493,tohundrede og seksten; trehundrede og femogtreds,1
494,sekshundrede og tredive; femoghalvfjerds,0
495,ethundrede og femoghalvfems; nihundrede og treoghalvfems,1
496,firehundrede og otte; sekshundrede og toogfyrre,1
497,nihundrede og niogfyrre; nihundrede og tretten,0
498,nihundrede og otteoghalvfems; firehundrede og toogtyve,0
499,tohundrede og seksoghalvfems; firehundrede og firs,1
500,ottehundrede og niogtreds; firehundrede og tooghalvfems,0
501,sekshundrede og treogtyve; syvhundrede og toogfyrre,1
502,femhundrede og to; ottehundrede og halvtreds,1
503,femhundrede og treoghalvfems; ottehundrede og treds,1
504,firehundrede og fireogfirs; niogtyve,0
505,femhundrede og tooghalvtreds; ottehundrede og toogfirs,1
506,trehundrede og niogfirs; ottehundrede og otteoghalvtreds,1
507,firehundrede og seksogtyve; ottehundrede og tretten,1
508,treoghalvfjerds; ethundrede og fireogfyrre,1
509,femhundrede og niogtredive; nihundrede og niogtredive,1
510,ethundrede og niogtredive; trehundrede og sytten,1
511,tohundrede og seks; sekshundrede og tooghalvfjerds,1
512,trehundrede og treogfyrre; seksoghalvfjerds,0
513,trehundrede og treogtredive; femhundrede og seksogtreds,1
514,nihundrede og otteogtredive; sekshundrede og treoghalvfems,0
515,syvhundrede og otte; ni,0
516,ethundrede og enoghalvtreds; sekshundrede og fjorten,1
517,tohundrede og tre; femhundrede og otteoghalvfems,1
518,syvhundrede og niogfirs; tohundrede og tretten,0
519,syvogfyrre; firehundrede og toogtreds,1
520,trehundrede og treoghalvtreds; syvhundrede og toogfyrre,1
521,sekshundrede og seksoghalvfjerds; sekshundrede og seksoghalvtreds,0
522,otteogfyrre; syvhundrede og femogtredive,1
523,syvhundrede og fireogtreds; tohundrede og niogtreds,0
524,tohundrede og otteogtyve; femhundrede og seksogtredive,1
525,ottehundrede og halvfems; firehundrede og syvogfyrre,0
526,syvhundrede og treogfirs; enogtredive,0
527,firehundrede og otteogtyve; tohundrede og seksogtredive,0
528,tohundrede og otteogtyve; trehundrede og syv,1
529,nihundrede; firehundrede og niogtredive,0
530,fireoghalvfjerds; firehundrede og tooghalvtreds,1
531,nihundrede og otteogfirs; ottehundrede og toogtreds,0
532,syvhundrede og treogfirs; sekshundrede og seks,0
533,syvhundrede og femoghalvtreds; ethundrede og nioghalvfjerds,0
534,otte; ottehundrede og otteogfyrre,1
535,femhundrede og seks; ethundrede og enogtyve,0
536,sekshundrede og toogtreds; ethundrede og femogtredive,0
537,femhundrede og niogtyve; syvoghalvtreds,0
538,syvogfirs; femhundrede og enogfyrre,1
539,ottehundrede og seksogfirs; tohundrede og firs,0
540,firehundrede og seksogfirs; tohundrede og femogtreds,0
541,syvhundrede og otteogfirs; nihundrede og tooghalvtreds,1
542,sekshundrede og seks; trehundrede og otteogtreds,0
543,ottehundrede og seksogtyve; femhundrede og enogfirs,0
544,femhundrede og fire; nihundrede og halvtreds,1
545,firehundrede og fireogtredive; firehundrede og tre,0
546,femhundrede og otteogtredive; femhundrede og syvoghalvfjerds,1
547,ethundrede og seksogfirs; ethundrede og treoghalvtreds,0
548,femhundrede og treoghalvtreds; ottehundrede og tooghalvtreds,1
549,femhundrede og seksoghalvfjerds; sekshundrede og treogfyrre,1
550,nihundrede og syvogtreds; femhundrede,0
551,trehundrede og elleve; nihundrede og elleve,1
552,ethundrede og femogfirs; trehundrede og femoghalvtreds,1
553,ottehundrede og tyve; ethundrede og toogfyrre,0
554,sekshundrede og femoghalvtreds; nihundrede og seksoghalvtreds,1
555,trehundrede og elleve; firehundrede og niogtredive,1
556,tohundrede og seks; ottehundrede og seksten,1
557,syvhundrede og seksten; femhundrede og treoghalvfjerds,0
558,ottehundrede og femogtreds; syvogtyve,0
559,tohundrede og fireogfirs; ottehundrede og niogtredive,1
560,tooghalvtreds; femhundrede og halvfjerds,1
561,femhundrede og femten; femhundrede og ni,0
562,femhundrede og syv; treoghalvfjerds,0
563,syvhundrede og enogtreds; ethundrede og fyrre,0
564,firehundrede og otteogtyve; ottehundrede og seksoghalvfjerds,1
565,otteogtreds; ethundrede og niogtyve,1
566,tre; firehundrede og femogfyrre,1
567,treoghalvfems; nihundrede og halvtreds,1
568,femhundrede og otte; femhundrede og niogfirs,1
569,nihundrede og fjorten; sekshundrede og femogtyve,0
570,femhundrede og halvfjerds; firehundrede og seksten,0
571,ethundrede og enogtyve; tohundrede og enogtyve,1
572,firehundrede og femogfirs; femhundrede og halvfems,1
573,trehundrede og treoghalvtreds; trehundrede og nitten,0
574,femhundrede og seksogtyve; femhundrede og femoghalvfjerds,1
575,femhundrede og enoghalvfems; femhundrede og seksogtyve,0
576,trehundrede og otteogtyve; tohundrede og fireogtyve,0
577,ethundrede og nitten; syvhundrede og otteogfirs,1
578,trehundrede og fireoghalvfjerds; ethundrede og niogtredive,0
579,sekshundrede og syv; sekshundrede og nioghalvfjerds,1
580,nihundrede og seksoghalvfjerds; ottehundrede og ni,0
581,trehundrede og nitten; firehundrede og syvogfirs,1
582,nihundrede og femten; tohundrede og treogtyve,0
583,syvhundrede og otteoghalvfjerds; tohundrede og femogfyrre,0
584,trehundrede og treogfirs; seksogfyrre,0
585,nihundrede og ni; sekshundrede og syvogtyve,0
586,nihundrede og otteogtreds; nihundrede og toogtredive,0
587,trehundrede og enogtreds; ottehundrede og halvtreds,1
588,nihundrede og syvogfyrre; ethundrede og otte,0
589,trehundrede og treoghalvfems; trehundrede og tre,0
590,sekshundrede og syvogfirs; tohundrede og treogtredive,0
591,tooghalvfjerds; tohundrede og seksogfyrre,1
592,tohundrede og fyrre; ethundrede og enogfirs,0
593,sekshundrede og otte; firehundrede og otteogtyve,0
594,tohundrede og femogtredive; femhundrede og atten,1
595,sekshundrede og otteoghalvtreds; enoghalvtreds,0
596,firehundrede og halvfems; trehundrede og fem,0
597,sekshundrede og seks; tohundrede og treogfirs,0
598,syvhundrede og atten; femhundrede og syvogtyve,0
599,trehundrede og toogtredive; ethundrede og enoghalvtreds,0
600,tohundrede og niogtreds; syvhundrede og tooghalvfjerds,1
601,fem; ethundrede og treogtyve,1
602,tohundrede og otteogtyve; sekshundrede og seksogtyve,1
603,syvhundrede og enogfirs; trehundrede og fireogtyve,0
604,sekshundrede og seks; ethundrede og fyrre,0
605,ottehundrede og niogtredive; ethundrede og femoghalvfems,0
606,nihundrede og nitten; tohundrede og halvfems,0
607,trehundrede og femogfyrre; nihundrede og femogtyve,1
608,trehundrede og nioghalvtreds; syvhundrede og tretten,1
609,tohundrede og toogtreds; nihundrede og seksogtyve,1
610,firehundrede og tooghalvfjerds; trehundrede og enogfyrre,0
611,tohundrede og otteogfyrre; firehundrede og femoghalvtreds,1
612,femhundrede og toogtreds; trehundrede og niogtyve,0
613,firehundrede og halvtreds; firehundrede og treogtreds,1
614,nihundrede og niogfirs; nihundrede og otteoghalvtreds,0
615,ottehundrede og otteogtredive; femhundrede og to,0
616,ethundrede og halvfjerds; enoghalvtreds,0
617,ottehundrede og tre; firehundrede og syvogfirs,0
618,syvhundrede og femoghalvfems; sekshundrede og femogtreds,0
619,otteoghalvtreds; sekshundrede og femoghalvfjerds,1
620,trehundrede og niogtredive; firehundrede og halvfems,1
621,firehundrede og firs; syvhundrede og fireogtredive,1
622,femogfirs; sekshundrede og nioghalvfems,1
623,nihundrede og sytten; trehundrede og tooghalvfems,0
624,sekshundrede og syvoghalvfjerds; sekshundrede og femogtredive,0
625,femhundrede og femogtreds; ethundrede og tyve,0
626,firehundrede og niogfirs; syvhundrede og femogtredive,1
627,syvhundrede og fem; femhundrede og toogfyrre,0
628,ottehundrede og tredive; femhundrede og fireogtyve,0
629,sekshundrede og syvogtyve; femhundrede og fireogtredive,0
630,trehundrede og otteoghalvfems; sekshundrede og tooghalvtreds,1
631,sekshundrede og femogtreds; femhundrede og treoghalvtreds,0
632,syvhundrede og fem; syvhundrede og seksogtredive,1
633,nihundrede og nitten; femogfirs,0
634,ethundrede og seksoghalvfems; ethundrede og fjorten,0
635,nihundrede og halvtreds; femhundrede og syvogtredive,0
636,femhundrede og fireoghalvfjerds; tohundrede og firs,0
637,femhundrede og elleve; ottehundrede og to,1
638,firehundrede og atten; tohundrede og fireoghalvtreds,0
639,trehundrede og atten; firehundrede og treoghalvfjerds,1
640,femhundrede og seks; syvhundrede og tyve,1
641,femhundrede og otteogtreds; sekshundrede og treogtyve,1
642,syvhundrede og enogfirs; ottehundrede og niogtreds,1
643,nihundrede og seksogtredive; tohundrede og fireoghalvfems,0
644,seksten; tohundrede og nioghalvfjerds,1
645,ottehundrede og treoghalvfems; firehundrede og seks,0
646,tohundrede og femogtreds; femogtyve,0
647,nihundrede og et; nihundrede og ti,1
648,ethundrede og syvogtreds; firehundrede og treogfyrre,1
649,nihundrede og syvogfirs; ethundrede og femogfyrre,0
650,otteogtredive; sekshundrede og treoghalvfems,1
651,trehundrede og toogfirs; ottehundrede og tooghalvtreds,1
652,femhundrede og toogtreds; tohundrede og syvoghalvtreds,0
653,trehundrede og syvogfyrre; femoghalvtreds,0
654,ethundrede og seksogtreds; ottehundrede og femoghalvtreds,1
655,syvogtreds; syvhundrede og fjorten,1
656,trehundrede og halvfems; nihundrede og enogtyve,1
657,femhundrede og ti; ottehundrede og niogfirs,1
658,tohundrede og firs; syvhundrede og seks,1
659,trehundrede og femogtyve; tohundrede og toogtredive,0
660,trehundrede og syvogtredive; syvhundrede og seks,1
661,ethundrede og femogfyrre; syvhundrede og femogtredive,1
662,trehundrede og to; sekshundrede og seksogfirs,1
663,firehundrede og treogfyrre; syvhundrede og fireoghalvfjerds,1
664,syvhundrede og enogfyrre; syvhundrede og seksogfirs,1
665,trehundrede og seksogfirs; seksogtyve,0
666,syvhundrede og femoghalvfems; ottehundrede og fem,1
667,trehundrede og tooghalvtreds; femhundrede og treogtreds,1
668,nihundrede og niogtreds; firehundrede og femoghalvtreds,0
669,ottehundrede og toogtyve; femhundrede og tredive,0
670,nihundrede og toogtyve; sekshundrede og otteoghalvtreds,0
671,tohundrede og femten; trehundrede,1
672,firehundrede og otteogfyrre; syvhundrede og femogfirs,1
673,ethundrede og syvoghalvtreds; ethundrede og fireoghalvfems,1
674,nihundrede og syvoghalvtreds; ethundrede og syvogfirs,0
675,tohundrede og toogtyve; sekshundrede og fireogtyve,1
676,firehundrede og seksoghalvfjerds; ethundrede og niogtyve,0
677,halvfems; ottehundrede og seksoghalvtreds,1
678,syvhundrede og fireoghalvfems; tohundrede og tyve,0
679,firehundrede og fireoghalvfems; nihundrede og otteoghalvfems,1
680,ottehundrede og nitten; tohundrede og syvogfyrre,0
681,tohundrede og syvogfyrre; niogtyve,0
682,sekshundrede og fyrre; sekshundrede og seksoghalvfjerds,1
683,enogfirs; ethundrede og niogtredive,1
684,nihundrede og treogtredive; firehundrede og halvfems,0
685,trehundrede og halvfjerds; firehundrede og otteogfirs,1
686,halvfjerds; ethundrede og halvtreds,1
687,nihundrede og fjorten; tohundrede og femogfirs,0
688,sekshundrede og niogfirs; ethundrede og fyrre,0
689,trehundrede og femogfirs; syvhundrede og enoghalvfjerds,1
690,nihundrede og nioghalvfems; ethundrede og treogtredive,0
691,sekshundrede og fem; syvhundrede og femoghalvfjerds,1
692,ethundrede og firs; ottehundrede og syvoghalvfems,1
693,ti; halvfems,1
694,sekshundrede og fireogfirs; femhundrede og otteogtreds,0
695,trehundrede og toogtyve; sekshundrede og femogfirs,1
696,ottehundrede og toogfyrre; syvhundrede og et,0
697,nihundrede og nioghalvfjerds; nihundrede og niogfyrre,0
698,firehundrede og sytten; ottehundrede og toogfyrre,1
699,trehundrede og fireogfirs; tohundrede og femoghalvfems,0
700,sekshundrede og seks; ottehundrede og tyve,1
701,nihundrede og syvogfyrre; tohundrede og syv,0
702,ethundrede og fireoghalvfems; syvhundrede og elleve,1
703,ottehundrede og fireogtyve; nihundrede og treoghalvfjerds,1
704,tohundrede og tretten; tohundrede og to,0
705,ethundrede og seksten; trehundrede og tyve,1
706,ethundrede og otteoghalvfems; femhundrede og tooghalvtreds,1
707,femhundrede og seksoghalvfjerds; trehundrede og seksoghalvfems,0
708,ethundrede og syv; nihundrede og otteogtyve,1
709,firehundrede og enogfyrre; sekshundrede og tredive,1
710,trehundrede og tolv; syvhundrede og enogtyve,1
711,ethundrede og femoghalvfjerds; firehundrede og enogtyve,1
712,ethundrede og toogtredive; femhundrede og fireogfirs,1
713,trehundrede og halvfjerds; femhundrede og ni,1
714,nihundrede og syvogfyrre; ottehundrede og otteoghalvfems,0
715,toogtreds; firehundrede og femogfyrre,1
716,syvhundrede og treogtyve; ottehundrede og enoghalvfems,1
717,femhundrede og enoghalvfjerds; femogfirs,0
718,nihundrede og niogfirs; tohundrede og fem,0
719,trehundrede og niogfirs; trehundrede og treoghalvtreds,0
720,syvhundrede og syv; ethundrede og enogtreds,0
721,trehundrede og tyve; tohundrede og toogtreds,0
722,trehundrede og otte; treogtreds,0
723,syvhundrede og syvogtreds; trehundrede og seksogtyve,0
724,syvhundrede og seksogtredive; trehundrede og syvogtyve,0
725,sekshundrede og treds; fireoghalvfems,0
726,fireogtyve; tohundrede og niogtreds,1
727,nihundrede og niogtreds; sekshundrede og syvoghalvfjerds,0
728,firehundrede og nioghalvfjerds; trehundrede og femoghalvfjerds,0
729,femhundrede og seksogfyrre; seksogtreds,0
730,sekshundrede og femogtyve; fireogfirs,0
731,ottehundrede og seksogfyrre; syvhundrede og treogfirs,0
732,femhundrede og toogtredive; trehundrede og otteogtyve,0
733,ethundrede og seksogtyve; fem,0
734,nihundrede og enogtredive; femhundrede og nioghalvfjerds,0
735,tohundrede og seksogfirs; trehundrede og treogfyrre,1
736,nihundrede og syvoghalvfems; ottehundrede og otteoghalvtreds,0
737,ottehundrede og fireoghalvfjerds; tre,0
738,nihundrede og seksoghalvfems; tohundrede og otteoghalvfems,0
739,trehundrede og syvogtredive; firehundrede og tretten,1
740,syvhundrede og tolv; trehundrede og otteogtredive,0
741,sekshundrede og fireogtredive; syvhundrede og treogtreds,1
742,nihundrede og seksogfirs; trehundrede og treoghalvfems,0
743,syvhundrede og enogfirs; ethundrede og enogfyrre,0
744,tohundrede og femten; ethundrede og halvfjerds,0
745,trehundrede og femoghalvtreds; ottehundrede og femogtreds,1
746,sekshundrede og tretten; firehundrede,0
747,firehundrede og fireoghalvfjerds; trehundrede og treogfirs,0
748,syvhundrede og fireogtredive; ethundrede og femten,0
749,femhundrede og enogtreds; ottehundrede og femoghalvfems,1
750,trehundrede og fireogtyve; femogfyrre,0
751,firehundrede og treogfyrre; ottehundrede og seksogtreds,1
752,syvhundrede og treds; trehundrede og treds,0
753,nihundrede og sytten; firehundrede og toogfirs,0
754,treogfirs; sekshundrede og tredive,1
755,trehundrede og toogtyve; syvhundrede og syvogtredive,1
756,tohundrede og niogfyrre; trehundrede og fjorten,1
757,femhundrede og toogfirs; femhundrede og halvtreds,0
758,nihundrede og otteogfirs; syvhundrede og niogfyrre,0
759,niogtredive; ethundrede og seksoghalvtreds,1
760,nioghalvtreds; femhundrede og toogfyrre,1
761,nihundrede og otteogfyrre; syvhundrede og halvfems,0
762,syvhundrede og fireogtreds; nihundrede og nioghalvtreds,1
763,sytten; tohundrede og fireogtreds,1
764,femhundrede og sytten; nihundrede,1
765,syvhundrede og fireogtredive; tohundrede og seksogtyve,0
766,syvhundrede og seksogtredive; ethundrede og treogfirs,0
767,sekshundrede og femogtyve; femhundrede og tooghalvtreds,0
768,nihundrede og syvogtyve; ottehundrede og otteogtredive,0
769,firehundrede og seksogtredive; sekshundrede og otteoghalvtreds,1
770,ethundrede og treoghalvfems; sekshundrede og fireoghalvfjerds,1
771,femhundrede og seksogfirs; trehundrede og seksogfirs,0
772,syvhundrede og femogtreds; atten,0
773,nihundrede og tretten; tohundrede og fire,0
774,treogfyrre; tohundrede og treogtyve,1
775,sekshundrede og toogtyve; syvhundrede og tooghalvfems,1
776,firehundrede og otteogfyrre; niogfirs,0
777,ethundrede og enogfirs; tohundrede og enogtreds,1
778,ottehundrede og enogtreds; seksoghalvfjerds,0
779,femoghalvfjerds; ottehundrede og halvtreds,1
780,seksogfyrre; femhundrede og syvogtredive,1
781,ottehundrede; ottehundrede og treds,1
782,ottehundrede og femoghalvfems; syvhundrede og otteoghalvfjerds,0
783,sekshundrede og seksogtredive; tohundrede og niogtredive,0
784,femhundrede og toogfyrre; tohundrede og treoghalvfjerds,0
785,to; ethundrede og otte,1
786,firehundrede; trehundrede og niogfyrre,0
787,sekshundrede og otteogtreds; nihundrede og nitten,1
788,femhundrede og niogfirs; tohundrede og fireoghalvfjerds,0
789,ethundrede og enoghalvfjerds; ethundrede og femogtreds,0
790,syvhundrede og enogtyve; trehundrede og niogfyrre,0
791,nitten; tohundrede og fireoghalvfjerds,1
792,seksoghalvfjerds; tohundrede og treogfirs,1
793,firehundrede og enogtredive; tohundrede og ti,0
794,firehundrede og fireogfyrre; femhundrede og atten,1
795,ethundrede og syv; firehundrede og treogtredive,1
796,sekshundrede og et; firehundrede og nioghalvfjerds,0
797,tohundrede og et; nihundrede og treogfyrre,1
798,tohundrede og syvogfirs; nihundrede og seksogtreds,1
799,enogfirs; tohundrede og femogtredive,1
800,nihundrede og fem; femhundrede og femogtreds,0
801,nihundrede og ni; nihundrede og enogfirs,1
802,firehundrede og femogfirs; sekshundrede og femogtreds,1
803,ethundrede og otteogtyve; femhundrede og syvogtyve,1
804,trehundrede og syv; syvhundrede og femoghalvfjerds,1
805,trehundrede og halvfems; tohundrede og seks,0
806,sekshundrede og treoghalvfems; ethundrede og et,0
807,ottehundrede og seksogtyve; tohundrede og ni,0
808,tohundrede og treogfirs; sekshundrede,1
809,tohundrede og seksoghalvfjerds; sekshundrede og fireogfyrre,1
810,ethundrede og treds; nihundrede og seksogtredive,1
811,syvhundrede og syvogtyve; femhundrede og enogfyrre,0
812,syvhundrede og fyrre; sekshundrede og halvfjerds,0
813,to; syvhundrede og fireoghalvfems,1
814,femhundrede og otteoghalvfjerds; sekshundrede og seksogtredive,1
815,toogtreds; sekshundrede og halvtreds,1
816,sekshundrede og toogtyve; ottehundrede og treogtreds,1
817,nihundrede og otteogtredive; nihundrede og syvogtyve,0
818,syvhundrede og toogtyve; femhundrede og otteogtreds,0
819,nihundrede og niogtredive; ottehundrede og femoghalvtreds,0
