,nums,labels
0,trehundrede og otteoghalvfjerds; syvhundrede og treogtreds,1
496,femhundrede og firs; syvhundrede og nitten,1
497,trehundrede og toogfyrre; tohundrede og nioghalvfems,0
498,femhundrede og seksogfirs; syvhundrede og femogtyve,1
499,sekshundrede og femoghalvfems; ottehundrede og seksogtyve,1
500,tohundrede og treogfirs; sekshundrede og enoghalvtreds,1
501,firehundrede og treogtreds; femhundrede og niogfirs,1
502,trehundrede og et; nihundrede og treogfirs,1
503,syvhundrede og treds; ottehundrede og seksogtredive,1
504,ottehundrede og fireogtyve; ethundrede og otteoghalvfems,0
505,ethundrede og seksten; syvhundrede og syvoghalvfjerds,1
506,trehundrede og otte; tohundrede og tooghalvfjerds,0
507,femhundrede og tretten; tohundrede og tredive,0
508,ethundrede og seksogfirs; trehundrede og halvfjerds,1
509,nihundrede og treogfirs; ethundrede og syvoghalvfems,0
510,tohundrede og femogfyrre; ethundrede og seksogtyve,0
511,enogtyve; to,0
512,nihundrede og niogtreds; trehundrede og otteoghalvfjerds,0
513,ottehundrede og syvoghalvtreds; firehundrede og tretten,0
514,firehundrede og syvogtyve; syvhundrede og ti,1
515,firehundrede og seksogtreds; tohundrede og treoghalvtreds,0
516,trehundrede og fem; firehundrede og treogtredive,1
517,tohundrede og otteogfirs; firehundrede og treogtyve,1
518,tohundrede og femogtredive; ethundrede og enogtredive,0
519,otteoghalvfjerds; sekshundrede og fireogfirs,1
520,ethundrede og fire; sekshundrede og niogtreds,1
521,nihundrede og tredive; nihundrede og treoghalvtreds,1
522,ottehundrede og treoghalvtreds; ottehundrede og nioghalvfjerds,1
523,tohundrede og syvogtredive; sekshundrede og tooghalvfjerds,1
524,ethundrede og tre; syvhundrede og enogfirs,1
525,syvhundrede og enogtyve; seksogfyrre,0
526,femhundrede og niogtreds; femhundrede og seksoghalvfjerds,1
527,ottehundrede og syvoghalvfjerds; firehundrede og tre,0
528,femhundrede og otte; nihundrede og treogfirs,1
529,tolv; ethundrede og ti,1
530,treoghalvtreds; ethundrede og seksogfyrre,1
531,syvhundrede og nioghalvfjerds; tohundrede og seksoghalvtreds,0
532,firehundrede og femogtreds; trehundrede og et,0
533,syvhundrede og tooghalvfjerds; syvhundrede og treogtreds,0
534,trehundrede og fire; sekshundrede og otteogfyrre,1
535,firehundrede og femogtyve; sekshundrede og enogtredive,1
536,seksogtyve; otteogfyrre,1
537,syvhundrede og syvoghalvfjerds; trehundrede og enogtreds,0
538,sekshundrede og fire; ethundrede og toogfirs,0
539,femhundrede og syvoghalvtreds; femhundrede og enogtyve,0
540,ottehundrede og seksogtreds; toogtredive,0
541,femhundrede og nitten; ethundrede og niogtreds,0
542,tohundrede og femten; trehundrede og toogfirs,1
543,nihundrede og seks; nihundrede og femogtyve,1
544,tohundrede og femoghalvtreds; trehundrede og treogfyrre,1
545,femhundrede og fjorten; femhundrede og firs,1
546,syvhundrede og nitten; femhundrede og tolv,0
547,sekshundrede og seksogtreds; otteoghalvfems,0
548,ottehundrede og halvtreds; syvhundrede,0
549,nihundrede og toogfyrre; syvhundrede og treogfirs,0
550,ethundrede og halvfjerds; tohundrede og toogtredive,1
551,otteogtyve; ottehundrede og enogtreds,1
552,sekshundrede og ti; firehundrede og treogtyve,0
553,sekshundrede og syvogtyve; nihundrede og halvtreds,1
554,ottehundrede og treogfyrre; firehundrede og fireogfyrre,0
555,tohundrede og ni; trehundrede og enoghalvfjerds,1
556,syvhundrede og syvogfirs; ottehundrede og enogtredive,1
557,tohundrede og syvogfirs; firehundrede og nioghalvfems,1
558,ethundrede og toogtreds; nihundrede og nioghalvtreds,1
559,syvoghalvfems; treogtreds,0
560,trehundrede og femogfyrre; sekshundrede og femoghalvfems,1
561,firehundrede og seksoghalvtreds; fem,0
562,ottehundrede og nioghalvtreds; trehundrede og seksoghalvtreds,0
563,otteoghalvfems; fireogtyve,0
564,femhundrede og seks; ethundrede og treogfirs,0
565,sekshundrede og treds; ethundrede og femogtreds,0
566,ottehundrede og syvogtredive; syvhundrede og femoghalvtreds,0
567,firehundrede og femogtyve; tohundrede og tooghalvfems,0
568,femhundrede og tooghalvtreds; ethundrede og femogfirs,0
569,tohundrede og nioghalvfems; nihundrede og fem,1
570,syvhundrede og enoghalvfems; tohundrede og seksogtyve,0
571,nihundrede og tretten; ottehundrede og syvoghalvfems,0
572,firehundrede og enoghalvfems; syvhundrede og otteoghalvfems,1
573,ottehundrede og toogtreds; femhundrede og toogtreds,0
574,syvhundrede og treoghalvfems; trehundrede og seksogfyrre,0
575,sekshundrede og syvogfyrre; firehundrede og otteoghalvfems,0
576,syvhundrede og fire; ethundrede og seksogtyve,0
577,firehundrede og firs; ethundrede og fyrre,0
578,ottehundrede og syvogtreds; femhundrede og fire,0
579,fireogfirs; tohundrede og enoghalvtreds,1
580,nihundrede og seksogtreds; tohundrede og tooghalvtreds,0
581,syvhundrede og fireoghalvfems; firehundrede og niogfirs,0
582,tooghalvfjerds; ethundrede og seksogtreds,1
583,tohundrede og enogfirs; ethundrede og halvtreds,0
584,ottehundrede og tredive; tohundrede og tooghalvfems,0
585,trehundrede og atten; ottehundrede og otte,1
586,femhundrede og et; sekshundrede og seksogfirs,1
587,nihundrede og syvogtreds; femhundrede og fyrre,0
588,ottehundrede og fireoghalvfems; femhundrede og et,0
589,sekshundrede og fireoghalvfems; ethundrede og toogtredive,0
590,femhundrede og treoghalvfems; nihundrede og fyrre,1
591,femhundrede og tredive; ethundrede og nitten,0
592,ethundrede og enoghalvtreds; firehundrede og niogfyrre,1
593,ottehundrede og femoghalvfems; nihundrede og to,1
594,tohundrede og tyve; ethundrede og treds,0
595,tohundrede og femoghalvfems; otteogtredive,0
596,tohundrede og treoghalvfjerds; ottehundrede og toogtreds,1
597,nihundrede og toogtredive; ethundrede og fire,0
598,ottehundrede og femogtyve; nihundrede og fireogtreds,1
599,ottehundrede og sytten; syvhundrede og otteoghalvfems,0
600,sekshundrede og firs; femhundrede og tolv,0
601,sekshundrede og femogfyrre; femhundrede og treoghalvfjerds,0
602,tooghalvtreds; tohundrede og femten,1
603,tohundrede og sytten; sekshundrede og fireogtyve,1
604,tohundrede og femten; ethundrede og halvfjerds,0
605,tohundrede og tre; sekshundrede og seksoghalvfjerds,1
606,femhundrede og toogtyve; firehundrede og femoghalvfems,0
607,nihundrede og femogtredive; trehundrede og enogfirs,0
608,firehundrede og tooghalvtreds; sekshundrede og fireogtyve,1
609,firehundrede og enogtyve; nihundrede og fjorten,1
610,ottehundrede og fireogtredive; syvhundrede og halvfjerds,0
611,ottehundrede og otteogtreds; ethundrede og treogfyrre,0
612,syvhundrede og elleve; ottehundrede og niogtreds,1
613,ottehundrede og toogtyve; ethundrede og enogtredive,0
614,syvhundrede og syvogfyrre; tohundrede og otteogtyve,0
615,enoghalvtreds; trehundrede og enogtyve,1
616,femhundrede og fireoghalvtreds; otteoghalvfjerds,0
617,firehundrede og syv; ottehundrede og fireogtreds,1
618,nihundrede og syvoghalvfems; nihundrede og nioghalvfjerds,0
619,ethundrede og enogfirs; tohundrede og fireogtredive,1
620,tohundrede og seksoghalvtreds; femhundrede og syvoghalvfjerds,1
621,nihundrede og fem; ethundrede og ni,0
622,ethundrede og seksoghalvfems; firehundrede og seksogfirs,1
623,ottehundrede og seksoghalvtreds; syvhundrede og treogfirs,0
624,ottehundrede og nitten; ottehundrede og otteoghalvtreds,1
625,niogfirs; firehundrede og femogfirs,1
626,femhundrede og seksoghalvfjerds; firehundrede og enogfyrre,0
627,syvhundrede og tooghalvtreds; tohundrede og tredive,0
628,ottehundrede og enogfyrre; enogfirs,0
629,sekshundrede og seksoghalvfems; femhundrede og syv,0
630,tohundrede og syv; sekshundrede og toogtredive,1
631,ottehundrede og sytten; ethundrede og treogtreds,0
632,femhundrede og treogfirs; ottehundrede og fireogfyrre,1
633,trehundrede og otteoghalvtreds; fireoghalvfjerds,0
634,trehundrede og fem; nihundrede og elleve,1
635,firehundrede og femoghalvfjerds; tohundrede og femoghalvfjerds,0
636,firehundrede og enogfyrre; trehundrede og seksoghalvfjerds,0
637,firehundrede og enoghalvtreds; sekshundrede og tre,1
638,syvhundrede og femogtredive; tohundrede og enogtreds,0
639,syvhundrede og syvoghalvfems; ethundrede og nioghalvfems,0
640,ethundrede og enogtreds; sekshundrede og syvoghalvfjerds,1
641,otteoghalvfjerds; sekshundrede og enoghalvfjerds,1
642,ethundrede og seks; trehundrede og syvogtredive,1
643,ethundrede og nitten; nihundrede og otteoghalvfjerds,1
644,syvhundrede og otteoghalvfjerds; firehundrede og enoghalvfjerds,0
645,sekshundrede og fem; sekshundrede og otteogfirs,1
646,nihundrede og enogtredive; syvogfyrre,0
647,syvhundrede og nitten; ethundrede og treogfyrre,0
648,firehundrede og toogfyrre; femhundrede og tre,1
649,firehundrede og atten; femhundrede og nioghalvfjerds,1
650,trehundrede og nitten; tohundrede og niogfirs,0
651,nihundrede og seksoghalvfjerds; firehundrede og seksten,0
652,ottehundrede og halvtreds; ottehundrede og syvogtreds,1
653,syvhundrede og fireogtyve; firehundrede og niogtreds,0
654,tohundrede og syvogtredive; ethundrede og tolv,0
655,syvhundrede og to; nihundrede og seks,1
656,ethundrede og seksogfyrre; ottehundrede og fjorten,1
657,firehundrede og fem; nihundrede og fyrre,1
658,ottehundrede og enoghalvfjerds; otte,0
659,trehundrede og otteoghalvfems; tohundrede og enoghalvtreds,0
660,tohundrede og niogfyrre; sekshundrede og femogfirs,1
661,tohundrede og syvogfirs; ottehundrede og otteoghalvfems,1
662,firehundrede; ethundrede og fireoghalvtreds,0
663,trehundrede og fireogtreds; syvhundrede og otteogfyrre,1
664,seksoghalvtreds; syvhundrede og seksogfyrre,1
665,ottehundrede og enogfirs; trehundrede og femogtyve,0
666,ethundrede og tyve; femten,0
667,syvhundrede og enoghalvfjerds; ethundrede og otteoghalvtreds,0
668,trehundrede og tredive; tohundrede,0
669,trehundrede og enogtyve; femhundrede og enoghalvfems,1
670,ethundrede og femogtredive; sekshundrede og halvtreds,1
671,tohundrede og syv; sekshundrede og femoghalvfems,1
672,to; nihundrede og seksogfyrre,1
673,firehundrede og tooghalvfems; sekshundrede og syvogtyve,1
674,ethundrede og fireoghalvfems; sekshundrede og fem,1
675,nihundrede og treogtyve; nihundrede og fyrre,1
676,tohundrede og niogtredive; syvhundrede og niogtreds,1
677,firehundrede og seksoghalvfems; syvhundrede og femogfirs,1
678,toogtredive; nihundrede og enoghalvfjerds,1
679,ottehundrede og enoghalvfjerds; ottehundrede og nioghalvfems,1
680,firehundrede; femogtreds,0
681,firehundrede og niogtredive; trehundrede og fireoghalvtreds,0
682,firehundrede og femogtreds; firehundrede og treogtreds,0
683,femhundrede og femogtredive; ethundrede og treoghalvfems,0
684,syvhundrede og fireogtyve; nihundrede og atten,1
685,syvhundrede og syvogfyrre; tyve,0
686,sekshundrede og ti; ottehundrede og to,1
687,tohundrede og niogtyve; trehundrede og treoghalvfjerds,1
688,ethundrede og femoghalvfems; seksoghalvfjerds,0
689,femhundrede og tre; femhundrede og fyrre,1
690,femoghalvfjerds; ottehundrede og halvtreds,1
691,trehundrede og niogtreds; femhundrede og niogtyve,1
692,seksten; sekshundrede og syvogtreds,1
693,syvhundrede og toogtyve; ottehundrede og femoghalvfems,1
694,tohundrede og femogtyve; firehundrede og otteoghalvfems,1
695,niogtreds; nihundrede og syvoghalvfjerds,1
696,firehundrede og fjorten; femhundrede og fireogfirs,1
697,nihundrede og fireogtreds; firehundrede og halvtreds,0
698,ethundrede og enogtreds; nihundrede og enogfyrre,1
699,nihundrede og syvogfirs; ottehundrede og syvogtreds,0
700,sekshundrede og seksogtreds; treogtyve,0
701,enogtyve; ethundrede og femten,1
702,tohundrede og nioghalvfjerds; sekshundrede og fireogtredive,1
703,ethundrede og fireogtreds; nihundrede og treogtreds,1
704,ottehundrede og otteoghalvtreds; ethundrede og seksogtreds,0
705,tohundrede og femoghalvfjerds; tohundrede og ti,0
706,ethundrede og syvoghalvfjerds; ethundrede og fireogtyve,0
707,sekshundrede og fireogtyve; nihundrede og nioghalvtreds,1
708,ottehundrede og treogtredive; tohundrede og toogtredive,0
709,syvhundrede og femoghalvtreds; syvoghalvtreds,0
710,ottehundrede og nioghalvtreds; femhundrede og otte,0
711,trehundrede og enoghalvtreds; firehundrede og fem,1
712,ottehundrede og fireogtredive; syvhundrede og niogtyve,0
713,sekshundrede og niogfyrre; firehundrede og syvoghalvtreds,0
714,tohundrede og treogtyve; tohundrede og treogtredive,1
715,sekshundrede og seksoghalvfems; sekshundrede og syvogtredive,0
716,sekshundrede og femogtreds; trehundrede og femogfyrre,0
717,trehundrede og tyve; trehundrede og nioghalvfems,1
718,ottehundrede og seksoghalvfjerds; syvhundrede og seksogfirs,0
719,sekshundrede og nitten; femhundrede og femogtreds,0
720,ottehundrede og ni; ethundrede og nitten,0
721,firehundrede og femoghalvfems; tohundrede og syvoghalvfems,0
722,ottehundrede og femoghalvfjerds; fireoghalvtreds,0
723,trehundrede og enogfyrre; sekshundrede og toogtredive,1
724,femhundrede og toogtreds; tohundrede og seksogtredive,0
725,ethundrede og otteogtredive; syvhundrede,1
726,firehundrede og fireogfirs; ottehundrede og syvogfirs,1
727,femhundrede og treoghalvfems; ottehundrede og fire,1
728,nihundrede; ottehundrede og seksogtredive,0
729,sekshundrede og seksogtyve; femhundrede og syv,0
730,trehundrede og atten; nihundrede og fireogfyrre,1
731,otteogtyve; sekshundrede og otteogtredive,1
732,ethundrede og seksoghalvfjerds; femhundrede og fireoghalvfjerds,1
733,ottehundrede og enoghalvtreds; firehundrede og seksogtredive,0
734,tohundrede og treogfyrre; ottehundrede og niogfirs,1
735,ottehundrede og toogfyrre; firehundrede og enogfirs,0
736,femhundrede og otteoghalvfems; ethundrede og seksogtyve,0
737,firehundrede og niogtreds; nihundrede og femoghalvfems,1
738,firehundrede og seksogtredive; femhundrede og syvoghalvfems,1
739,trehundrede og seksoghalvtreds; ottehundrede og enogtredive,1
740,femhundrede og halvfjerds; tohundrede og otteogtyve,0
741,tohundrede og niogtredive; ethundrede og treogtreds,0
742,sekshundrede og syvogtyve; syvhundrede og fyrre,1
743,nihundrede og femoghalvfjerds; trehundrede og atten,0
744,nihundrede og toogfyrre; ethundrede og nioghalvfems,0
745,seksogfirs; ethundrede og firs,1
746,ethundrede og otteoghalvtreds; syvhundrede og otteoghalvfems,1
747,nihundrede og otteogtyve; ethundrede og halvtreds,0
748,syvhundrede og enogfyrre; tohundrede og femogtreds,0
749,trehundrede og enoghalvtreds; sekshundrede og toogfyrre,1
750,trehundrede og nioghalvtreds; trehundrede og fjorten,0
751,nihundrede og halvfems; nihundrede,0
752,firehundrede og tooghalvfjerds; ottehundrede og otteoghalvfjerds,1
753,ottehundrede og atten; tohundrede og treds,0
754,syvhundrede og enoghalvfjerds; tohundrede og nioghalvfjerds,0
755,firehundrede og femoghalvtreds; tohundrede og treoghalvtreds,0
756,ethundrede og elleve; syvhundrede og syvogfirs,1
757,tooghalvfems; nihundrede og seksoghalvfjerds,1
758,ethundrede og et; firehundrede og niogtyve,1
759,nihundrede og syv; ottehundrede og fireoghalvfjerds,0
760,sekshundrede og syvogfyrre; trehundrede og fem,0
761,trehundrede og halvfems; otteogfirs,0
762,firehundrede og seksogfirs; femogtyve,0
763,ethundrede og syvogfyrre; syvhundrede og nioghalvfjerds,1
764,sekshundrede og tooghalvfems; ethundrede og tooghalvfems,0
765,sekshundrede og seksogfirs; sekshundrede og otteoghalvfems,1
766,trehundrede og ti; ottehundrede og treds,1
767,ottehundrede og fireogtredive; firehundrede og otteoghalvfems,0
768,sekshundrede og tolv; ottehundrede og syvogfyrre,1
769,syvhundrede og treogtyve; sekshundrede og seksogfyrre,0
770,tohundrede og seksogfirs; syvhundrede og toogtyve,1
771,treoghalvtreds; femhundrede og sytten,1
772,femhundrede og tolv; nihundrede og fireoghalvtreds,1
773,sekshundrede og femogtredive; ethundrede og seksogfirs,0
774,tohundrede og femogfyrre; tohundrede og ni,0
775,ottehundrede og treogfirs; sekshundrede og femogfyrre,0
776,tohundrede og femogfirs; ethundrede og seksogtredive,0
777,ottehundrede og treogtredive; ottehundrede og seksogfirs,1
778,ottehundrede og enoghalvtreds; tohundrede og seksogtreds,0
779,syvhundrede og et; trehundrede og fireogtreds,0
780,ethundrede og otteoghalvtreds; ottehundrede og enogfirs,1
781,syvhundrede og et; ottehundrede og syvoghalvfems,1
782,ethundrede og tolv; firehundrede og syv,1
783,femogtyve; sekshundrede og femogfirs,1
784,ottehundrede og femogtyve; trehundrede og nioghalvfjerds,0
785,ottehundrede og enogtyve; firehundrede og otte,0
786,femhundrede og seksogtyve; ethundrede og otteoghalvfjerds,0
787,sekshundrede og syvoghalvfjerds; firehundrede og fem,0
788,ethundrede og enogtyve; syvhundrede og treogtredive,1
789,tohundrede og niogtreds; firehundrede og seksoghalvfems,1
790,ethundrede og atten; trehundrede og toogtreds,1
791,nihundrede og fyrre; syvhundrede og seksoghalvfems,0
792,nihundrede og niogfyrre; ethundrede og femogfyrre,0
793,fireoghalvtreds; ethundrede og sytten,1
794,ethundrede og seks; ottehundrede og femogtreds,1
795,syvhundrede og seksoghalvfjerds; ethundrede og otte,0
796,ethundrede og tredive; fireogtyve,0
797,nihundrede og nioghalvfjerds; firehundrede og femogtyve,0
798,trehundrede og niogtreds; trehundrede og enoghalvtreds,0
799,ethundrede og otteogfyrre; syvhundrede og fireogtredive,1
800,trehundrede og fireogfyrre; nihundrede og femogtredive,1
801,sekshundrede og tooghalvfjerds; syvogtreds,0
802,trehundrede og enoghalvfems; femhundrede og enogtyve,1
803,femhundrede og syvogtreds; ottehundrede og fire,1
804,trehundrede og fireogfyrre; trehundrede og fireoghalvtreds,1
805,syvogtredive; syvhundrede og elleve,1
806,firehundrede og nioghalvtreds; firehundrede og firs,1
807,halvfems; tohundrede og treogfyrre,1
808,tohundrede og niogtreds; trehundrede og tooghalvfjerds,1
809,sekshundrede og nioghalvfjerds; otteogtreds,0
810,ottehundrede og seksten; nihundrede og syvogtreds,1
811,femogtredive; trehundrede og syvoghalvtreds,1
812,syvhundrede og fire; ethundrede og fyrre,0
813,trehundrede og niogfirs; trehundrede og otte,0
814,firehundrede og syvoghalvfems; ottehundrede og fireoghalvfjerds,1
815,sekshundrede og otteogfyrre; ottehundrede og seksoghalvtreds,1
816,firehundrede og atten; femhundrede og niogtreds,1
817,sekshundrede og tolv; firehundrede og syvogtredive,0
818,femoghalvfems; firehundrede og enogtreds,1
819,ethundrede og seksogtreds; firehundrede og niogtyve,1
820,tohundrede og tooghalvfjerds; femhundrede og fjorten,1
