,nums,labels
0,八百七十三; 五百三十九,0
895,四百六十三; 八百,1
896,四百七十一; 八百二十,1
897,百三十一; 六百五十八,1
898,五百六十九; 八百五十五,1
899,八百七十二; 五百三十八,0
900,百九十一; 八十二,0
901,四百十; 百六十,0
902,四百七; 八百二十一,1
903,九百十八; 九百四十一,1
904,七百十一; 二百四十四,0
905,九百五十二; 四百二十二,0
906,六百八十一; 四百十,0
907,五百二十三; 六百三十三,1
908,九百十五; 七百四十一,0
909,六百九十五; 二百五十六,0
910,三百二; 二百五十,0
911,三百十八; 八百十八,1
912,四百三十四; 二百三十三,0
913,八百五十一; 八百七十九,1
914,二百七十二; 八百六十,1
915,四百十五; 四百二十四,1
916,三百五十二; 十三,0
917,五百七; 四十九,0
918,七百二十四; 八百十一,1
919,二百九十; 八百八十二,1
920,六百九; 八百十三,1
921,九百六十五; 八百二十,0
922,三百; 七百三十六,1
923,四百五十四; 九百九十一,1
924,三百八十六; 四百十一,1
925,五百六十八; 二百七十六,0
926,七百五十九; 四百一,0
927,七; 二百五十三,1
928,八百六十七; 百二十四,0
929,七百五十八; 四百六,0
930,六百四十二; 二,0
931,二百十八; 七十八,0
932,七百九十七; 七百四十九,0
933,八百五十; 九百八十三,1
934,四百七十五; 七百八十一,1
935,九百七十三; 八百八十八,0
936,七百六十七; 四百十,0
937,六百五; 九百九十二,1
938,四百九十; 百三十三,0
939,六百六十五; 九百二十七,1
940,百六十四; 二百九十七,1
941,四百七十六; 百九十五,0
942,四百九十九; 六百九十八,1
943,六百四十一; 二百六十四,0
944,百五十九; 五百六十八,1
945,三十八; 二百十五,1
946,三百五十; 五百四十四,1
947,四百九十; 四,0
948,八百二十一; 九百五十五,1
949,九百六; 七百五十四,0
950,四百八; 三百七十,0
951,七百七十三; 八百九十二,1
952,五百八十七; 百九十二,0
953,二百九十一; 四百四,1
954,六百五十三; 七百七十六,1
955,九百二十三; 三百二十五,0
956,六百九十七; 七百八十六,1
957,三百六十; 四百二十一,1
958,二百五十; 二百七,0
959,二百五十八; 三百五十五,1
960,八百六十六; 六百六十三,0
961,四百二十五; 八百八十一,1
962,五百六十四; 四百九十三,0
963,四百十六; 五百六十三,1
964,三百十一; 百十六,0
965,三百四十一; 二十二,0
966,九十; 百三十五,1
967,八百八十五; 九十九,0
968,四百七十八; 九百四,1
969,八百; 九百六十,1
970,五百四十三; 八百六十二,1
971,四百十; 九百八十二,1
972,六百四十五; 八百十九,1
973,百六十二; 七百五,1
974,二百八十二; 二百六十一,0
975,二百四十四; 二百二十三,0
976,五百八十六; 百二十,0
977,五十七; 七百九十,1
978,五百九十七; 五百四十六,0
979,七百十三; 五百八十四,0
980,五百九十三; 四百六十四,0
981,五百七十三; 六百三十三,1
982,二百五十六; 五百四,1
983,三十三; 七百六十八,1
984,四百六十六; 四百十七,0
985,二百八十一; 七十六,0
986,三十二; 五百十六,1
987,五百三十六; 百九十七,0
988,百七十六; 三百六十二,1
989,百六; 二百九,1
990,四百九十六; 三百二十五,0
991,七百二十一; 五百三,0
992,五百四; 六百九十二,1
993,二百四; 九百三十四,1
994,七百八; 八百八十六,1
995,七百七十四; 五百九十九,0
996,九百十一; 五百五十七,0
997,五百六十六; 四百六十六,0
998,三百三十六; 六百四十七,1
999,七百九十一; 二百三十五,0
1000,五百五十四; 七百九十四,1
1001,九百八十二; 三百五十,0
1002,八百二十二; 九百六十五,1
1003,六百十二; 百五十六,0
1004,六百五; 七百四十,1
1005,三百六十三; 七百三十六,1
1006,七; 四百一,1
1007,三百三十八; 九十六,0
1008,七十一; 六百八十,1
1009,百五; 四百九十一,1
1010,八百二十一; 二百六,0
1011,四百七十八; 五十,0
1012,二百四十八; 五百六十一,1
1013,三百三十四; 六百七十五,1
1014,三百三十七; 五百九十六,1
1015,百二十一; 二百七十六,1
1016,二百九十九; 二百二十七,0
1017,四百十二; 三百八十四,0
1018,五百十四; 六十八,0
1019,五百四十八; 二十七,0
1020,四百八十九; 六百二十,1
1021,二百十二; 四百五十,1
1022,六百二十六; 百三十,0
1023,七百八十; 九百五十五,1
1024,二百五十九; 六百四,1
1025,九百一; 三百九十二,0
1026,百八十; 十七,0
1027,四百九十一; 九百六十二,1
1028,百; 六百十八,1
1029,九百八十; 四百九十,0
1030,四百九十六; 七百九十五,1
1031,四百十六; 五百五十六,1
1032,九百六十五; 九百六,0
1033,五百七十九; 五百三十三,0
1034,十七; 七百七十八,1
1035,四百九十六; 二百五十六,0
1036,五百三十八; 九百八,1
1037,三百八十四; 二百八十八,0
1038,三百七十四; 七百二十五,1
1039,七百三十四; 三百三十八,0
1040,百二十六; 七百八,1
1041,百八十七; 二百九十一,1
1042,九百五十六; 六百三十九,0
1043,六百八十四; 二百六十三,0
1044,七百六十六; 二百六十三,0
1045,百九; 百五十三,1
1046,九百八十六; 百十九,0
1047,六十四; 四百五十二,1
1048,三百五; 四百四十八,1
1049,四百十六; 七百二十三,1
1050,五百四; 九百十二,1
1051,九百六十七; 八百七十二,0
1052,九百四十九; 八百四十五,0
1053,九百八十五; 九百四十六,0
1054,九百九十二; 七百二十,0
1055,八百三十五; 二百七十四,0
1056,五百九十八; 九百十四,1
1057,七百四十六; 五百九十七,0
1058,六十六; 六百八十四,1
1059,六百十八; 九百六十九,1
1060,百六十八; 八百三十四,1
1061,千; 七十,0
1062,五百九十八; 五百九十四,0
1063,九百八十二; 五百五十三,0
1064,六百四十四; 五百九十一,0
1065,七十一; 百九十六,1
1066,五百五十; 三百四十四,0
1067,六十五; 四百十九,1
1068,二百; 五百十二,1
1069,五百十七; 六百二十,1
1070,九百一; 十,0
1071,九百十八; 百九十六,0
1072,四百八十一; 百二十,0
1073,五百四十五; 五百十四,0
1074,七百十七; 六百二十三,0
1075,二百六十六; 九十二,0
1076,百二十一; 五百四十三,1
1077,五百五十二; 四百二十五,0
1078,六百三十八; 百十七,0
1079,十三; 六百一,1
1080,九百七十一; 七百七十五,0
1081,二百五十六; 八百七十七,1
1082,八百五十三; 三百一,0
1083,九百九; 百七十五,0
1084,七百九十四; 三百十七,0
1085,三十一; 六百九十三,1
1086,七百三十八; 八百三十九,1
1087,百八十三; 九百九十九,1
1088,七百十一; 七百十六,1
1089,六百十八; 五百八十七,0
1090,六百六; 九百十九,1
1091,四百二十七; 六百十六,1
1092,五百七十六; 四百三,0
1093,三百四十四; 二百五十六,0
1094,九百六十六; 百六十一,0
1095,八百三十; 三百二十四,0
1096,二百九十; 七百四十五,1
1097,二百六十六; 五百五,1
1098,七百七十; 十七,0
1099,二百十七; 四百二十一,1
1100,八十四; 八百五十七,1
1101,三百六十; 三百七十九,1
1102,百三十九; 六百六十七,1
1103,五百四十二; 六百三十,1
1104,八百四; 十五,0
1105,百二十三; 三百九十七,1
1106,七百三十九; 八百五十七,1
1107,六百六十; 九百七十四,1
1108,四百十九; 百三,0
1109,八百四十四; 百三十三,0
1110,六百三十五; 二百六十一,0
1111,百三十九; 二百十八,1
1112,七百十一; 四百十六,0
1113,六; 二百八十三,1
1114,百四十八; 四百三十一,1
1115,八十; 四百三十二,1
1116,二十五; 百八十一,1
1117,百九十三; 九百三十五,1
1118,六百二十五; 三百三十五,0
1119,八百六十二; 二百四十三,0
1120,八百二十六; 六百九十三,0
1121,百三十九; 五百三十九,1
1122,七百五十二; 九百四十四,1
1123,八百五十九; 四百十五,0
1124,三百六十八; 四百三十,1
1125,三百九十六; 六百五十七,1
1126,七百八十五; 三百十二,0
1127,六百七十九; 七百三十六,1
1128,九百六十八; 七百六十四,0
1129,百九十三; 六百六十五,1
1130,百; 七百九十一,1
1131,四百八十五; 六百四十八,1
1132,五百七十六; 六百六十八,1
1133,九百三十二; 百七十七,0
1134,三百八十九; 二百九十八,0
1135,二百七十四; 六百二十,1
1136,七百八十九; 八百五十四,1
1137,四百八十五; 八百九十六,1
1138,百五十五; 百四十六,0
1139,十七; 三百十,1
1140,八百九十四; 百七十五,0
1141,百三; 三十,0
1142,六百四十八; 八百一,1
1143,四百五十; 九十八,0
1144,七百八十九; 六百二十八,0
1145,二百五十二; 七百九十五,1
1146,三百二十六; 四百六十五,1
1147,八百二十九; 九百三十,1
1148,九百九十; 八百三十七,0
1149,三百四; 六百十六,1
1150,五百四十五; 七百六十一,1
1151,五百十五; 九百五,1
1152,二百二十六; 八百二十九,1
1153,八百二十一; 八百六十八,1
1154,六百五十; 九百五,1
1155,六百八十七; 四百五十,0
1156,二百八十一; 百四十七,0
1157,二百八十八; 四百十二,1
1158,八百五十四; 七百七十九,0
1159,二百五十五; 百四十七,0
1160,七百三十三; 三百五,0
1161,百; 九百五十九,1
1162,七百三十七; 四百十五,0
1163,三百三十七; 五百六十三,1
1164,三百八十五; 五百七十九,1
1165,三十二; 百七十六,1
1166,五百五十九; 八百六十五,1
1167,三百二十八; 五十三,0
1168,七百三十八; 六十二,0
1169,八百八十九; 三百五十七,0
1170,三百八十八; 七百七十三,1
1171,四百三十三; 三百六十四,0
1172,三百四十二; 二百四十九,0
1173,百六十三; 八十五,0
1174,二十六; 六十三,1
1175,二百八十八; 九百十四,1
1176,七百十三; 七百六十二,1
1177,六百八十三; 八百二十八,1
1178,四百九十五; 二百九十一,0
1179,六百三十四; 九百七十四,1
1180,七百九; 五百六十二,0
1181,八百二十四; 二百九十五,0
1182,六百五十一; 四百六十二,0
1183,四百五十七; 二百五十一,0
1184,七百七十九; 九百七十五,1
1185,七百六十八; 三百八十二,0
1186,九百二十八; 七百七十三,0
1187,七百九十; 五百四十四,0
1188,二百八十三; 二十八,0
1189,五百十一; 二百三十,0
1190,四百四十九; 二百五,0
1191,四十五; 五百三十三,1
1192,六百十九; 六百二十,1
1193,百十二; 百五十八,1
1194,八百六十七; 八百七十,1
1195,八百四; 七百八十三,0
1196,九百三十四; 三百四十,0
1197,八百三十一; 百七十六,0
1198,百八十四; 三百三十八,1
1199,五百九十六; 九百三十,1
1200,五百二十二; 八百五十,1
1201,七百十九; 百七十八,0
1202,九十二; 七百十二,1
1203,八百九十七; 九百九十三,1
1204,四百二十六; 三百八十六,0
1205,五百二十三; 七百三十二,1
1206,五十一; 百五十九,1
1207,二百二十八; 九百一,1
1208,百四十三; 七十七,0
1209,七百三十; 四百十,0
1210,二百八十八; 五百五十四,1
1211,百二十八; 四百四十四,1
1212,二百八十六; 百五十四,0
1213,九百六十七; 五十一,0
1214,五百七十七; 百五十,0
1215,五百二十三; 四百十一,0
1216,六百六十四; 四百七十,0
1217,二百五; 三百八十四,1
1218,四百七十二; 四百十二,0
1219,四百二十九; 二百七十,0
1220,百十二; 百六十一,1
1221,三百九十八; 二百九十二,0
1222,六百九十五; 五百三十九,0
1223,二百五十一; 四百六十八,1
1224,百四; 三百七十九,1
1225,百四十二; 二百六十,1
1226,百五十五; 八百八十三,1
1227,五百六十五; 二百三十五,0
1228,七百二十四; 八百三十一,1
1229,七百五十七; 八百七十二,1
1230,四百五十二; 百五十四,0
1231,七百九十八; 三百三十九,0
1232,九百十二; 六百十八,0
1233,百三十四; 八百七十,1
1234,百四十八; 二百八十五,1
1235,百十一; 三,0
1236,二百七十四; 百四十一,0
1237,六百六十三; 四百七十一,0
1238,九百; 五百四,0
1239,六百二十七; 七百五十六,1
1240,三百七; 三百,0
1241,四百八十四; 三百二十六,0
1242,九十; 九百二十二,1
1243,五百五十二; 四百二十八,0
1244,九百二十九; 八百七十八,0
1245,五百五十五; 八百九,1
1246,五百七十四; 八百二十六,1
1247,九百三十九; 二百三十四,0
1248,二百五十八; 百三十九,0
1249,三百五十五; 九百六十七,1
1250,十七; 五百二十七,1
1251,八百七十九; 百七十九,0
1252,五百一; 百六十六,0
1253,五百九; 百五十二,0
1254,百五十; 二百四十三,1
1255,百九十一; 二百九十三,1
1256,百十五; 四百三十九,1
1257,五百四; 三百七十八,0
1258,百十七; 二百四十四,1
1259,八百三十八; 三百九十五,0
1260,二百九十六; 二百五十九,0
1261,六百六十二; 五百八十一,0
1262,二百五十八; 四百九十四,1
1263,五百九十五; 八百三十七,1
1264,三百四十三; 六百三十五,1
1265,二百六十五; 七百十九,1
1266,三百九十八; 九百十六,1
1267,八十二; 九百二十七,1
1268,二百三十二; 六百二,1
1269,五百七十三; 五百四十九,0
1270,八百二十七; 百七十一,0
1271,三十三; 百五十五,1
1272,七十七; 二百九十,1
1273,九百四十八; 二百三十五,0
1274,八百三十五; 八十六,0
1275,三百五十一; 五百二十五,1
1276,九百三十一; 百四十,0
1277,九百五十五; 九百五十一,0
1278,百六十; 九百八十四,1
1279,百四十六; 七百九十五,1
1280,八百四十六; 百七十三,0
1281,九百十八; 二百五十四,0
1282,四百九十五; 九十,0
1283,五百十三; 六百二十六,1
1284,六百八十一; 八百三十一,1
1285,六百三十九; 六百七十一,1
1286,六百二十五; 二百十二,0
1287,四百七十二; 八百九十一,1
